Unnamed: 0,date,Month,Day,Year,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip,IntCondition,month,p1,p2,p3,p4,p5,Season,IntSeason,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,Date,Event
551,7/8/2021,July,8,2021,86.71428571,74.02040816,66.65306122,19.2244898,0.008432517,29.47816327,0.0,6,7,89.0,51,72,39,67,Summer,4,72,66,39,42,117,30,50,16,7.0,19.0,2021-07-08,0
552,7/9/2021,July,9,2021,86.66666667,75.875,70.60416667,16.625,0.008432517,29.424375,0.0,10,7,93.0,55,76,43,71,Summer,4,76,63,36,39,114,32,53,18,18.0,30.0,2021-07-09,0
553,7/10/2021,July,10,2021,87.35555556,75.17777778,67.8,13.08888889,0.008432517,29.444,0.0,5,7,90.0,52,73,40,68,Summer,4,73,66,39,42,117,32,48,18,9.0,21.0,2021-07-10,0
554,7/11/2021,July,11,2021,88.66666667,75.125,65.08333333,10.64583333,0.008432517,29.45,0.0,7,7,86.0,48,69,36,64,Summer,4,69,63,36,39,114,33,54,19,16.0,28.0,2021-07-11,0
555,7/12/2021,July,12,2021,84.98,77.32,78.24,6.8,0.008432517,29.4302,0.0,8,7,85.0,47,68,35,63,Summer,4,68,66,39,42,117,33,56,19,17.958753437213566,11.0,2021-07-12,0
556,7/13/2021,July,13,2021,91.6122449,74.59183673,60.12244898,9.204081633,0.008432517,29.40836735,0.0,6,7,92.0,54,75,42,70,Summer,4,75,66,39,42,117,32,53,18,9.0,21.0,2021-07-13,0
557,7/14/2021,July,14,2021,91.08510638,75.06382979,61.38297872,10.72340426,0.008432517,29.40340426,0.0,10,7,87.0,49,70,37,65,Summer,4,70,64,37,40,115,27,53,13,2.0,14.0,2021-07-14,0
558,7/15/2021,July,15,2021,90.38297872,74.53191489,62.63829787,13.06382979,0.617021277,29.4206383,0.0,7,7,85.0,47,68,35,63,Summer,4,68,63,36,39,114,29,56,15,13.0,25.0,2021-07-15,0
559,7/16/2021,July,16,2021,86.58333333,74.6875,67.79166667,9.145833333,0.008432517,27.623125,0.0,9,7,86.0,48,69,36,64,Summer,4,69,65,38,41,116,32,59,18,8.0,20.0,2021-07-16,0
560,7/17/2021,July,17,2021,90.125,76.8125,65.9375,8.020833333,0.008432517,29.509375,0.0,5,7,86.0,48,69,36,64,Summer,4,69,63,36,39,114,27,56,13,17.958753437213566,10.0,2021-07-17,0
561,7/18/2021,July,18,2021,87.75,76.83333333,70.35416667,18.02083333,0.008432517,29.465,0.0,9,7,85.0,47,68,35,63,Summer,4,68,64,37,40,115,33,52,19,2.0,14.0,2021-07-18,0
562,7/19/2021,July,19,2021,84.16666667,77.08333333,78.875,19.75,0.008432517,29.378125,0.0,18,7,87.0,49,70,37,65,Summer,4,70,65,38,41,116,33,51,19,11.0,23.0,2021-07-19,0
563,7/20/2021,July,20,2021,84.26666667,78.06666667,81.17777778,21.22222222,0.008432517,29.38866667,0.0,10,7,86.0,48,69,36,64,Summer,4,69,63,36,39,114,30,54,16,10.0,22.0,2021-07-20,1
564,7/21/2021,July,21,2021,85.70833333,78.0,77.5625,17.27083333,0.008432517,29.39291667,0.0,8,7,85.0,47,68,35,63,Summer,4,68,65,38,41,116,29,56,15,13.0,25.0,2021-07-21,1
565,7/22/2021,July,22,2021,87.30612245,78.06122449,74.08163265,13.28571429,0.008432517,29.32857143,0.0,7,7,93.0,55,76,43,71,Summer,4,76,67,40,43,118,28,54,14,17.958753437213566,9.0,2021-07-22,1
566,7/23/2021,July,23,2021,87.93877551,77.08163265,70.36734694,9.387755102,0.008432517,29.36979592,0.0,9,7,87.0,49,70,37,65,Summer,4,70,64,37,40,115,29,55,15,7.0,19.0,2021-07-23,1
567,7/24/2021,July,24,2021,86.89795918,76.71428571,71.93877551,12.83673469,0.008432517,29.44632653,0.0,8,7,83.0,45,66,33,61,Summer,4,66,68,41,44,119,32,56,18,5.0,17.0,2021-07-24,0
568,7/25/2021,July,25,2021,86.60869565,76.69565217,72.52173913,15.84782609,0.008432517,29.44152174,0.0,6,7,84.0,46,67,34,62,Summer,4,67,64,37,40,115,28,57,14,17.958753437213566,13.0,2021-07-25,0
569,7/26/2021,July,26,2021,85.4893617,76.0212766,73.5106383,18.0,0.008432517,29.40021277,0.0,9,7,86.0,48,69,36,64,Summer,4,69,65,38,41,116,31,58,17,2.0,14.0,2021-07-26,0
570,7/27/2021,July,27,2021,84.125,77.20833333,79.20833333,19.375,0.008432517,29.33666667,0.0,15,7,84.0,46,67,34,62,Summer,4,67,65,38,41,116,31,54,17,20.0,32.0,2021-07-27,0
571,7/28/2021,July,28,2021,83.70833333,76.54166667,78.625,19.20833333,0.008432517,29.32229167,0.0,15,7,85.0,47,68,35,63,Summer,4,68,63,36,39,114,30,61,16,10.0,22.0,2021-07-28,0
572,7/29/2021,July,29,2021,83.70833333,76.375,78.33333333,18.1875,0.008432517,29.37729167,0.0,14,7,87.0,49,70,37,65,Summer,4,70,67,40,43,118,29,50,15,17.958753437213566,10.0,2021-07-29,0
573,7/30/2021,July,30,2021,83.61702128,76.40425532,78.57446809,18.08510638,0.008432517,29.43085106,0.0,14,7,85.0,47,68,35,63,Summer,4,68,64,37,40,115,33,56,19,17.958753437213566,9.0,2021-07-30,0
574,7/31/2021,July,31,2021,83.57142857,75.28571429,76.46938776,18.71428571,0.008432517,29.47877551,0.0,13,7,83.0,45,66,33,61,Summer,4,66,66,39,42,117,31,52,17,3.0,15.0,2021-07-31,0
575,8/1/2021,August,1,2021,83.44680851,74.78723404,75.53191489,19.65957447,0.008432517,29.46085106,0.0,12,8,84.0,46,67,34,62,Summer,4,67,59,49,21,118,31,53,17,16.958753437213566,10.0,2021-08-01,0
576,8/2/2021,August,2,2021,83.12765957,73.55319149,73.44680851,16.87234043,0.659574468,29.45319149,0.0,10,8,87.0,49,70,37,65,Summer,4,70,59,49,21,118,31,57,17,24.0,37.0,2021-08-02,0
577,8/3/2021,August,3,2021,82.93877551,73.69387755,73.7755102,15.12244898,0.008432517,29.50816327,0.0,9,8,84.0,46,67,34,62,Summer,4,67,60,50,22,120,31,55,17,9.0,22.0,2021-08-03,0
578,8/4/2021,August,4,2021,82.91304348,73.60869565,73.56521739,16.17391304,0.008432517,29.50869565,0.0,11,8,85.0,47,68,35,63,Summer,4,68,59,49,21,118,28,57,14,1.0,14.0,2021-08-04,0
579,8/5/2021,August,5,2021,82.95918367,73.30612245,73.44897959,12.28571429,0.008432517,29.47571429,0.0,8,8,89.0,51,72,39,67,Summer,4,72,64,54,26,128,34,50,20,16.958753437213566,12.0,2021-08-05,0
580,8/6/2021,August,6,2021,84.19148936,72.42553191,67.70212766,12.38297872,0.008432517,29.46595745,0.0,6,8,83.0,45,66,33,61,Summer,4,66,58,48,20,116,28,54,14,8.0,21.0,2021-08-06,0
581,8/7/2021,August,7,2021,85.08333333,71.79166667,64.54166667,11.47916667,0.008432517,29.516875,0.0,6,8,86.0,48,69,36,64,Summer,4,69,59,49,21,118,29,55,15,21.0,34.0,2021-08-07,0
582,8/8/2021,August,8,2021,84.97959184,71.46938776,63.51020408,12.08163265,0.008432517,29.57306122,0.0,6,8,86.0,48,69,36,64,Summer,4,69,60,50,22,120,30,51,16,8.0,21.0,2021-08-08,0
583,8/9/2021,August,9,2021,84.82978723,70.59574468,62.23404255,13.27659574,0.008432517,29.60255319,0.0,7,8,87.0,49,70,37,65,Summer,4,70,59,49,21,118,27,49,13,4.0,17.0,2021-08-09,0
584,8/10/2021,August,10,2021,83.3877551,69.34693878,62.87755102,15.0,0.008432517,29.58714286,0.0,8,8,84.0,46,67,34,62,Summer,4,67,59,49,21,118,30,52,16,27.0,40.0,2021-08-10,0
585,8/11/2021,August,11,2021,83.41666667,70.125,64.52083333,16.58333333,0.008432517,29.55875,0.0,8,8,86.0,48,69,36,64,Summer,4,69,58,48,20,116,32,57,18,2.0,15.0,2021-08-11,0
586,8/12/2021,August,12,2021,82.5,71.83333333,68.66666667,13.08333333,0.008432517,29.59,0.0,8,8,87.0,49,70,37,65,Summer,4,70,59,49,21,118,31,52,17,15.0,28.0,2021-08-12,0
587,8/13/2021,August,13,2021,83.46808511,70.76595745,65.14893617,14.55319149,0.008432517,29.55085106,0.0,8,8,84.0,46,67,34,62,Summer,4,67,59,49,21,118,30,53,16,11.0,24.0,2021-08-13,0
588,8/14/2021,August,14,2021,83.19565217,70.82608696,65.34782609,17.52173913,0.008432517,29.47543478,0.0,7,8,85.0,47,68,35,63,Summer,4,68,58,48,20,116,30,53,16,12.0,25.0,2021-08-14,1
589,8/15/2021,August,15,2021,83.46938776,70.93877551,65.79591837,15.20408163,0.008432517,29.4977551,0.0,6,8,85.0,47,68,35,63,Summer,4,68,60,50,22,120,32,48,18,14.0,27.0,2021-08-15,0
590,8/16/2021,August,16,2021,84.61702128,71.17021277,64.61702128,12.08510638,0.008432517,29.6,0.0,4,8,84.0,46,67,34,62,Summer,4,67,59,49,21,118,33,48,19,19.0,32.0,2021-08-16,0
591,8/17/2021,August,17,2021,84.32653061,70.91836735,64.30612245,13.75510204,0.008432517,29.62816327,0.0,4,8,86.0,48,69,36,64,Summer,4,69,58,48,20,116,31,52,17,4.0,17.0,2021-08-17,0
592,8/18/2021,August,18,2021,84.28571429,70.3877551,63.51020408,15.06122449,0.008432517,29.56877551,0.0,5,8,83.0,45,66,33,61,Summer,4,66,59,49,21,118,28,58,14,8.0,21.0,2021-08-18,1
593,8/19/2021,August,19,2021,83.38297872,71.80851064,67.9787234,15.87234043,0.008432517,29.54510638,0.0,5,8,87.0,49,70,37,65,Summer,4,70,58,48,20,116,31,53,17,1.0,14.0,2021-08-19,1
594,8/20/2021,August,20,2021,83.83333333,72.39583333,69.0625,15.0625,0.008432517,29.55375,0.0,7,8,89.0,51,72,39,67,Summer,4,72,59,49,21,118,29,53,15,16.958753437213566,10.0,2021-08-20,0
595,8/21/2021,August,21,2021,84.66666667,72.39583333,67.875,12.72916667,0.008432517,29.614375,0.0,5,8,85.0,47,68,35,63,Summer,4,68,58,48,20,116,30,57,16,12.0,25.0,2021-08-21,0
596,8/22/2021,August,22,2021,85.06382979,72.44680851,66.80851064,11.78723404,0.008432517,29.62361702,0.0,3,8,84.0,46,67,34,62,Summer,4,67,58,48,20,116,30,52,16,11.0,24.0,2021-08-22,0
597,8/23/2021,August,23,2021,84.63265306,72.55102041,67.63265306,14.20408163,0.008432517,29.6055102,0.0,5,8,86.0,48,69,36,64,Summer,4,69,59,49,21,118,30,50,16,13.0,26.0,2021-08-23,0
598,8/24/2021,August,24,2021,84.87234043,71.89361702,65.0,17.89361702,0.008432517,29.58659574,0.0,6,8,89.0,51,72,39,67,Summer,4,72,61,51,23,122,30,56,16,26.0,39.0,2021-08-24,0
599,8/25/2021,August,25,2021,83.79166667,71.97916667,68.20833333,19.375,0.008432517,29.5225,0.0,11,8,86.0,48,69,36,64,Summer,4,69,63,53,25,126,29,49,15,10.0,23.0,2021-08-25,0
600,8/26/2021,August,26,2021,83.58333333,72.6875,70.27083333,19.27083333,0.008432517,29.45125,0.0,10,8,86.0,48,69,36,64,Summer,4,69,59,49,21,118,29,53,15,2.0,15.0,2021-08-26,0
601,8/27/2021,August,27,2021,83.83673469,71.46938776,65.91836735,13.24489796,0.008432517,29.45918367,0.0,6,8,85.0,47,68,35,63,Summer,4,68,61,51,23,122,30,54,16,16.958753437213566,11.0,2021-08-27,0
602,8/28/2021,August,28,2021,84.18367347,70.26530612,64.10204082,11.14285714,0.008432517,29.47632653,0.0,4,8,87.0,49,70,37,65,Summer,4,70,60,50,22,120,29,49,15,6.0,19.0,2021-08-28,0
603,8/29/2021,August,29,2021,84.5,70.43478261,62.91304348,10.69565217,0.008432517,29.51456522,0.0,4,8,85.0,47,68,35,63,Summer,4,68,59,49,21,118,28,49,14,7.0,20.0,2021-08-29,0
604,8/30/2021,August,30,2021,85.47916667,71.41666667,63.45833333,9.291666667,0.008432517,29.590625,0.0,4,8,89.0,51,72,39,67,Summer,4,72,58,48,20,116,28,51,14,4.0,17.0,2021-08-30,0
605,8/31/2021,August,31,2021,87.6875,72.0625,61.02083333,10.5625,0.008432517,29.59375,0.0,4,8,91.0,53,74,41,69,Summer,4,74,63,53,25,126,32,47,18,21.0,34.0,2021-08-31,0
606,9/1/2021,September,1,2021,89.24,72.44,61.02,9.82,0.008432517,29.5796,0.0,9,9,57.0,50,71,44,39,Fall,3,68,67,40,43,67,27,50,13,1.0,14.0,2021-09-01,0
607,9/2/2021,September,2,2021,89.3877551,69.91836735,51.3877551,8.040816327,0.008432517,29.50387755,0.0,7,9,57.0,50,71,44,39,Fall,3,68,69,42,45,69,27,53,13,16.958753437213566,8.0,2021-09-02,0
608,9/3/2021,September,3,2021,82.8,74.8,77.76,8.5,0.008432517,29.486,0.0,11,9,59.0,52,73,46,41,Fall,3,69,64,37,40,64,31,54,17,4.0,17.0,2021-09-03,0
609,9/4/2021,September,4,2021,81.34693878,75.73469388,83.95918367,8.0,0.008432517,29.52959184,0.0,13,9,58.0,51,72,45,40,Fall,3,69,64,37,40,64,30,49,16,17.0,30.0,2021-09-04,0
610,9/5/2021,September,5,2021,84.29787234,75.89361702,77.04255319,10.5106383,0.008432517,29.53170213,0.0,3,9,57.0,50,71,44,39,Fall,3,68,64,37,40,64,30,49,16,16.958753437213566,10.0,2021-09-05,0
611,9/6/2021,September,6,2021,84.71428571,75.20408163,74.04081633,9.530612245,0.008432517,29.5644898,0.0,6,9,59.0,52,73,46,41,Fall,3,69,67,40,43,67,30,49,16,41.0,54.0,2021-09-06,0
612,9/7/2021,September,7,2021,85.5625,75.875,73.52083333,8.166666667,0.008432517,29.553125,0.0,6,9,57.0,50,71,44,39,Fall,3,68,64,37,40,64,31,54,17,18.0,31.0,2021-09-07,0
613,9/8/2021,September,8,2021,86.97959184,74.6122449,67.83673469,9.224489796,0.008432517,29.49408163,0.0,6,9,57.0,50,71,44,39,Fall,3,68,68,41,44,68,31,50,17,19.0,32.0,2021-09-08,0
614,9/9/2021,September,9,2021,83.35416667,75.89583333,78.8125,7.333333333,0.008432517,29.5075,0.0,11,9,57.0,50,71,44,39,Fall,3,68,68,41,44,68,28,53,14,20.0,33.0,2021-09-09,0
615,9/10/2021,September,10,2021,84.91836735,76.46938776,76.81632653,8.081632653,0.008432517,29.52346939,0.0,10,9,57.0,50,71,44,39,Fall,3,68,63,36,39,63,28,50,14,19.0,32.0,2021-09-10,0
616,9/11/2021,September,11,2021,85.85714286,75.73469388,72.59183673,8.224489796,0.008432517,29.50326531,0.0,7,9,58.0,51,72,45,40,Fall,3,69,70,43,46,70,30,50,16,15.0,28.0,2021-09-11,0
617,9/12/2021,September,12,2021,86.77083333,75.64583333,70.5,6.604166667,0.008432517,29.48875,0.0,7,9,55.0,48,69,42,37,Fall,3,67,65,38,41,65,28,57,14,7.0,20.0,2021-09-12,0
618,9/13/2021,September,13,2021,87.02083333,74.08333333,66.625,7.958333333,0.008432517,29.481875,0.0,6,9,60.0,53,74,47,42,Fall,3,70,65,38,41,65,38,52,24,21.0,34.0,2021-09-13,0
619,9/14/2021,September,14,2021,91.75,70.02083333,53.10416667,10.54166667,0.008432517,29.496875,0.0,8,9,56.0,49,70,43,38,Fall,3,67,67,40,43,67,34,49,20,44.0,57.0,2021-09-14,0
620,9/15/2021,September,15,2021,92.25531915,70.85106383,50.74468085,10.25531915,0.008432517,29.52021277,0.0,8,9,57.0,50,71,44,39,Fall,3,68,68,41,44,68,31,50,17,11.0,24.0,2021-09-15,0
621,9/16/2021,September,16,2021,92.21276596,73.44680851,56.19148936,5.829787234,0.008432517,29.51957447,0.0,5,9,58.0,51,72,45,40,Fall,3,69,67,40,43,67,32,49,18,17.0,30.0,2021-09-16,0
622,9/17/2021,September,17,2021,90.375,74.89583333,61.79166667,7.5625,0.008432517,29.52375,0.0,2,9,60.0,53,74,47,42,Fall,3,70,65,38,41,65,30,51,16,11.0,24.0,2021-09-17,0
623,9/18/2021,September,18,2021,88.35555556,73.26666667,61.4,10.22222222,0.008432517,29.59066667,0.0,2,9,57.0,50,71,44,39,Fall,3,68,66,39,42,66,33,50,19,25.0,38.0,2021-09-18,0
624,9/19/2021,September,19,2021,84.6875,72.33333333,65.5,11.5625,0.008432517,29.65375,0.0,4,9,55.0,48,69,42,37,Fall,3,67,69,42,45,69,28,49,14,13.0,26.0,2021-09-19,0
625,9/20/2021,September,20,2021,86.46808511,74.40425532,67.87234043,16.0212766,0.008432517,29.62361702,0.0,4,9,60.0,53,74,47,42,Fall,3,70,65,38,41,65,30,51,16,43.0,56.0,2021-09-20,0
626,9/21/2021,September,21,2021,85.06122449,74.04081633,70.0,15.46938776,0.008432517,29.58714286,0.0,9,9,56.0,49,70,43,38,Fall,3,67,67,40,43,67,33,51,19,11.0,24.0,2021-09-21,0
627,9/22/2021,September,22,2021,85.86956522,73.32608696,66.93478261,11.63043478,0.008432517,29.54717391,0.0,5,9,55.0,48,69,42,37,Fall,3,67,67,40,43,67,30,51,16,18.0,31.0,2021-09-22,0
628,9/23/2021,September,23,2021,84.14893617,74.87234043,74.08510638,8.553191489,0.008432517,29.57829787,0.0,8,9,58.0,51,72,45,40,Fall,3,69,66,39,42,66,29,54,15,20.0,33.0,2021-09-23,0
629,9/24/2021,September,24,2021,87.75,72.5,63.52083333,8.333333333,1.291666667,29.616875,0.0,7,9,57.0,50,71,44,39,Fall,3,68,64,37,40,64,31,50,17,6.0,19.0,2021-09-24,0
630,9/25/2021,September,25,2021,88.35416667,74.5625,65.45833333,7.770833333,0.008432517,29.62,0.0,6,9,56.0,49,70,43,38,Fall,3,67,73,46,49,73,29,54,15,7.0,20.0,2021-09-25,0
631,9/26/2021,September,26,2021,87.3,76.74,71.96,5.72,0.008432517,29.588,0.0,10,9,57.0,50,71,44,39,Fall,3,68,69,42,45,69,31,48,17,11.0,24.0,2021-09-26,0
632,9/27/2021,September,27,2021,86.0,75.55319149,72.0,4.680851064,0.008432517,29.57255319,0.0,8,9,55.0,48,69,42,37,Fall,3,67,66,39,42,66,30,53,16,48.0,61.0,2021-09-27,0
633,9/28/2021,September,28,2021,87.79166667,72.66666667,60.89583333,9.291666667,0.008432517,29.57,0.0,7,9,56.0,49,70,43,38,Fall,3,67,70,43,46,70,31,52,17,48.0,61.0,2021-09-28,0
634,9/29/2021,September,29,2021,92.33333333,68.70833333,47.10416667,12.52083333,0.008432517,29.55625,0.0,5,9,57.0,50,71,44,39,Fall,3,68,67,40,43,67,27,51,13,43.0,56.0,2021-09-29,0
635,9/30/2021,September,30,2021,85.89361702,72.76595745,65.53191489,18.57446809,3.127659574,29.56553191,0.0,10,9,56.0,49,70,43,38,Fall,3,67,68,41,44,68,32,50,18,31.0,44.0,2021-09-30,0
636,10/1/2021,October,1,2021,81.89795918,76.2244898,83.69387755,14.93877551,0.008432517,29.64530612,0.0,17,10,57.0,50,71,44,39,Fall,3,68,69,42,45,69,27,51,13,21.0,52.0,2021-10-01,0
637,10/2/2021,October,2,2021,82.0,76.375,83.64583333,6.5,0.008432517,29.71,0.0,11,10,57.0,50,71,44,39,Fall,3,68,66,39,42,66,29,49,15,17.0,48.0,2021-10-02,0
638,10/3/2021,October,3,2021,84.27083333,75.20833333,75.85416667,11.29166667,0.008432517,29.68,0.0,4,10,60.0,53,74,47,42,Fall,3,70,66,39,42,66,29,50,15,-1.0412465627864336,7.0,2021-10-03,0
639,10/4/2021,October,4,2021,84.0,74.08333333,73.45833333,13.6875,0.008432517,29.61625,0.0,5,10,59.0,52,73,46,41,Fall,3,69,69,42,45,69,33,50,19,22.0,53.0,2021-10-04,0
640,10/5/2021,October,5,2021,83.68085106,73.06382979,71.70212766,11.04255319,0.008432517,29.65808511,0.0,3,10,57.0,50,71,44,39,Fall,3,68,73,46,49,73,30,48,16,49.0,80.0,2021-10-05,0
641,10/6/2021,October,6,2021,84.69387755,73.28571429,70.30612245,5.897959184,0.008432517,29.70591837,0.0,6,10,55.0,48,69,42,37,Fall,3,67,64,37,40,64,31,54,17,29.0,60.0,2021-10-06,0
642,10/7/2021,October,7,2021,86.97826087,73.26086957,65.23913043,6.673913043,0.008432517,29.66847826,0.0,7,10,56.0,49,70,43,38,Fall,3,67,69,42,45,69,29,50,15,10.0,41.0,2021-10-07,0
643,10/8/2021,October,8,2021,85.80952381,73.66666667,69.35714286,7.976190476,0.008432517,28.21904762,0.0,7,10,55.0,48,69,42,37,Fall,3,67,73,46,49,73,30,53,16,47.0,78.0,2021-10-08,0
644,10/9/2021,October,9,2021,84.13333333,72.6,70.33333333,9.333333333,0.008432517,29.66266667,0.0,5,10,60.0,53,74,47,42,Fall,3,70,67,40,43,67,30,53,16,7.0,38.0,2021-10-09,0
645,10/10/2021,October,10,2021,83.43478261,73.04347826,72.17391304,11.08695652,0.008432517,29.67434783,0.0,4,10,57.0,50,71,44,39,Fall,3,68,71,44,47,71,31,50,17,9.0,40.0,2021-10-10,0
646,10/11/2021,October,11,2021,84.65306122,71.95918367,68.20408163,7.673469388,0.008432517,29.63979592,0.0,8,10,56.0,49,70,43,38,Fall,3,67,68,41,44,68,33,51,19,13.0,44.0,2021-10-11,0
647,10/12/2021,October,12,2021,85.52173913,63.80434783,57.7826087,6.239130435,0.008432517,29.6626087,0.0,11,10,56.0,49,70,43,38,Fall,3,67,68,41,44,68,32,48,18,57.0,88.0,2021-10-12,0
648,10/13/2021,October,13,2021,84.82608696,59.7173913,49.47826087,5.130434783,0.008432517,29.70304348,0.0,8,10,56.0,49,70,43,38,Fall,3,67,66,39,42,66,32,53,18,1.0,32.0,2021-10-13,0
649,10/14/2021,October,14,2021,82.93877551,51.57142857,42.40816327,4.979591837,0.008432517,29.70897959,0.0,7,10,56.0,49,70,43,38,Fall,3,67,67,40,43,67,28,52,14,21.0,52.0,2021-10-14,0
650,10/15/2021,October,15,2021,81.86956522,45.2173913,32.52173913,4.565217391,0.008432517,29.63195652,0.0,8,10,56.0,49,70,43,38,Fall,3,67,71,44,47,71,28,48,14,10.0,41.0,2021-10-15,0
651,10/16/2021,October,16,2021,80.89583333,47.72916667,36.45833333,6.333333333,0.008432517,29.613125,0.0,4,10,63.0,56,77,50,45,Fall,3,72,65,38,41,65,29,49,15,9.0,40.0,2021-10-16,0
652,10/17/2021,October,17,2021,80.93617021,43.10638298,32.12765957,5.255319149,0.008432517,29.65361702,0.0,5,10,55.0,48,69,42,37,Fall,3,67,66,39,42,66,31,51,17,2.0,33.0,2021-10-17,0
653,10/18/2021,October,18,2021,80.83333333,60.0,54.41666667,5.833333333,0.008432517,29.66375,0.0,7,10,60.0,53,74,47,42,Fall,3,70,69,42,45,69,32,53,18,15.0,46.0,2021-10-18,0
654,10/19/2021,October,19,2021,77.9787234,63.21276596,63.63829787,5.957446809,0.008432517,29.75957447,0.0,5,10,59.0,52,73,46,41,Fall,3,69,66,39,42,66,31,50,17,58.0,89.0,2021-10-19,1
655,10/20/2021,October,20,2021,80.7173913,65.84782609,62.69565217,7.413043478,0.008432517,29.83304348,0.0,2,10,57.0,50,71,44,39,Fall,3,68,70,43,46,70,30,50,16,0.0,31.0,2021-10-20,0
656,10/21/2021,October,21,2021,80.48979592,66.28571429,63.0,11.3877551,0.008432517,29.22530612,0.0,6,10,57.0,50,71,44,39,Fall,3,68,70,43,46,70,32,50,18,11.0,42.0,2021-10-21,0
657,10/22/2021,October,22,2021,82.23404255,68.42553191,63.4893617,15.53191489,0.008432517,29.15148936,0.0,4,10,57.0,50,71,44,39,Fall,3,68,64,37,40,64,33,50,19,-5.0,26.0,2021-10-22,0
658,10/23/2021,October,23,2021,83.20833333,60.60416667,51.95833333,9.583333333,0.008432517,29.75,0.0,8,10,59.0,52,73,46,41,Fall,3,69,66,39,42,66,32,54,18,13.0,44.0,2021-10-23,0
659,10/24/2021,October,24,2021,79.91666667,52.79166667,43.95833333,5.895833333,0.008432517,29.79875,0.0,8,10,57.0,50,71,44,39,Fall,3,68,73,46,49,73,29,52,15,3.0,34.0,2021-10-24,0
660,10/25/2021,October,25,2021,79.85416667,52.70833333,40.75,9.770833333,0.008432517,29.88104167,0.0,10,10,58.0,51,72,45,40,Fall,3,69,64,37,40,64,29,48,15,-2.0,29.0,2021-10-25,0
661,10/26/2021,October,26,2021,80.36170213,52.9787234,40.91489362,4.319148936,0.008432517,29.86319149,0.0,5,10,57.0,50,71,44,39,Fall,3,68,66,39,42,66,32,52,18,19.0,50.0,2021-10-26,0
662,10/27/2021,October,27,2021,75.8,53.4,45.4,2.2,0.008432517,29.89,0.0,8,10,56.0,49,70,43,38,Fall,3,67,66,39,42,66,28,48,14,6.0,37.0,2021-10-27,0
663,10/28/2021,October,28,2021,79.38297872,52.76595745,42.70212766,4.404255319,0.008432517,29.90148936,0.0,8,10,57.0,50,71,44,39,Fall,3,68,71,44,47,71,30,49,16,30.0,61.0,2021-10-28,0
664,10/29/2021,October,29,2021,78.97916667,52.97916667,46.29166667,3.395833333,0.008432517,29.93875,0.0,5,10,56.0,49,70,43,38,Fall,3,67,74,47,50,74,29,50,15,-14.0,17.0,2021-10-29,0
665,10/30/2021,October,30,2021,80.47916667,50.14583333,39.45833333,5.375,0.008432517,29.960625,0.0,8,10,55.0,48,69,42,37,Fall,3,67,69,42,45,69,28,49,14,-4.0,27.0,2021-10-30,0
666,10/31/2021,October,31,2021,79.20408163,58.65306122,51.79591837,4.673469388,0.008432517,29.88489796,0.0,4,10,56.0,49,70,43,38,Fall,3,67,72,45,48,72,29,49,15,-7.0,24.0,2021-10-31,0
667,11/1/2021,November,1,2021,80.26666667,58.73333333,55.77777778,5.533333333,0.008432517,29.78066667,0.0,5,11,55.0,48,69,42,37,Fall,3,67,68,35,63,85,32,49,18,59.0,78.0,2021-11-01,0
668,11/2/2021,November,2,2021,79.35416667,57.375,54.72916667,7.541666667,0.008432517,29.81770833,0.0,9,11,59.0,52,73,46,41,Fall,3,69,67,34,62,84,36,51,22,53.0,72.0,2021-11-02,0
669,11/3/2021,November,3,2021,80.83333333,47.625,33.1875,8.104166667,0.008432517,29.87833333,0.0,8,11,57.0,50,71,44,39,Fall,3,68,73,40,68,90,28,49,14,16.0,35.0,2021-11-03,0
670,11/4/2021,November,4,2021,79.25,46.0625,33.27083333,4.875,0.008432517,29.85291667,0.0,8,11,55.0,48,69,42,37,Fall,3,67,68,35,63,85,28,49,14,3.0,22.0,2021-11-04,0
671,11/5/2021,November,5,2021,77.66666667,51.89583333,45.125,3.479166667,0.008432517,29.82083333,0.0,8,11,56.0,49,70,43,38,Fall,3,67,72,39,67,89,30,50,16,23.0,42.0,2021-11-05,0
672,11/6/2021,November,6,2021,77.91666667,50.8125,48.83333333,4.041666667,0.008432517,29.813125,0.0,10,11,56.0,49,70,43,38,Fall,3,67,72,39,67,89,28,48,14,10.0,29.0,2021-11-06,0
673,11/7/2021,November,7,2021,78.0625,48.04166667,38.77083333,3.708333333,0.008432517,29.801875,0.0,8,11,56.0,49,70,43,38,Fall,3,67,71,38,66,88,30,52,16,4.0,23.0,2021-11-07,0
674,11/8/2021,November,8,2021,77.77083333,42.16666667,33.125,4.645833333,0.008432517,29.8575,0.0,7,11,56.0,49,70,43,38,Fall,3,67,68,35,63,85,29,48,15,16.0,35.0,2021-11-08,0
675,11/9/2021,November,9,2021,78.70212766,43.36170213,31.17021277,4.212765957,0.008432517,29.88106383,0.0,8,11,58.0,51,72,45,40,Fall,3,69,69,36,64,86,29,47,15,22.0,41.0,2021-11-09,0
676,11/10/2021,November,10,2021,78.22916667,46.875,37.04166667,4.6875,0.008432517,29.86375,0.0,7,11,55.0,48,69,42,37,Fall,3,67,71,38,66,88,29,53,15,16.0,35.0,2021-11-10,0
