M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,datum,Ro6Classification,N02BEClassification,M01ABClassification,M01AEClassification,N02BAClassification,N05BClassification,R03Classification
3,3,1,46,4,0,2,1,62.0,32.34782608695652,34.52173913043478,10.695652173913045,23.65217391304348,29.947391304347825,2.8260869565217392,2017,1,9,2017-01-09,0,1,0,0,0,0,0
5,5,12,57,26,1,7,0,60.25,39.083333333333336,47.41666666666666,3.375,52.66666666666666,29.97375,5.958333333333333,2017,1,10,2017-01-10,0,1,1,1,1,1,1
9,5,7,53,18,1,2,1,61.708333333333336,40.375,48.5,3.8333333333333335,69.5,29.95125,3.9583333333333335,2017,1,11,2017-01-11,0,1,1,1,1,1,0
7,3,8,66,14,0,4,1,63.0,47.125,57.708333333333336,4.0,92.83333333333331,29.886666666666667,5.458333333333333,2017,1,12,2017-01-12,0,1,1,0,1,1,1
6,3,9,53,20,0,3,0,65.66666666666667,51.125,61.958333333333336,6.166666666666667,78.0,29.85458333333333,10.083333333333334,2017,1,13,2017-01-13,0,1,1,0,1,1,0
5,2,6,47,16,1,5,0,57.91666666666666,50.79166666666666,76.91666666666667,14.125,36.875,29.877916666666668,16.958333333333332,2017,1,14,2017-01-14,0,1,1,0,1,1,1
7,5,7,39,14,0,7,1,60.391304347826086,46.130434782608695,60.52173913043478,13.652173913043478,30.65217391304348,29.95913043478261,3.869565217391304,2017,1,15,2017-01-15,0,1,1,1,1,1,1
5,2,6,64,12,0,6,0,60.391304347826086,46.34782608695652,63.43478260869565,6.3478260869565215,70.65217391304348,30.004782608695653,2.739130434782609,2017,1,16,2017-01-16,0,1,1,0,1,1,1
6,3,3,46,11,1,3,0,61.52173913043478,43.26086956521739,53.69565217391305,6.913043478260869,62.82608695652174,29.98913043478261,7.304347826086956,2017,1,17,2017-01-17,0,1,1,0,0,1,0
7,3,7,48,16,1,6,0,63.54166666666666,43.833333333333336,52.66666666666666,8.916666666666666,36.75,30.03125,6.166666666666667,2017,1,18,2017-01-18,0,1,1,0,1,1,1
3,6,5,32,15,0,2,1,64.30434782608695,38.391304347826086,40.17391304347826,17.17391304347826,19.0,30.127391304347828,4.869565217391305,2017,1,19,2017-01-19,0,1,0,1,1,1,0
3,2,2,32,21,2,10,2,63.26086956521739,40.0,39.91304347826087,18.869565217391305,30.65217391304348,30.097391304347827,4.956521739130435,2017,1,20,2017-01-20,0,1,0,0,0,1,1
5,1,3,48,14,1,3,1,65.625,32.083333333333336,31.416666666666668,7.375,61.16666666666666,30.0375,3.0416666666666665,2017,1,21,2017-01-21,0,1,1,0,0,1,0
3,5,4,37,18,1,8,0,66.625,31.83333333333333,30.58333333333333,4.125,40.54166666666666,30.070000000000004,4.208333333333333,2017,1,22,2017-01-22,0,1,0,1,1,1,1
3,2,5,42,15,1,2,1,70.04761904761905,33.095238095238095,27.09523809523809,8.857142857142858,44.19047619047619,30.01571428571429,4.047619047619048,2017,1,23,2017-01-23,0,1,0,0,1,1,0
4,4,9,38,10,0,10,0,69.0,37.82608695652174,34.78260869565217,8.91304347826087,23.73913043478261,29.961739130434783,3.0434782608695654,2017,1,24,2017-01-24,0,1,0,1,1,1,1
5,3,6,48,17,2,13,2,66.8695652173913,44.04347826086956,45.60869565217392,9.73913043478261,80.47826086956522,29.97478260869565,8.73913043478261,2017,1,25,2017-01-25,0,1,1,0,1,1,1
4,3,6,33,10,0,8,0,64.0,49.54545454545455,65.13636363636364,4.681818181818182,145.3181818181818,29.99909090909091,8.863636363636363,2017,1,26,2017-01-26,0,1,0,0,1,1,1
6,7,2,42,20,2,8,0,63.208333333333336,46.79166666666666,59.5,3.1666666666666665,77.95833333333333,28.773333333333337,6.25,2017,1,27,2017-01-27,0,1,1,1,0,1,1
5,5,2,31,8,0,2,0,65.33333333333333,43.0,48.5,5.125,83.625,30.008750000000003,4.666666666666667,2017,1,28,2017-01-28,0,1,1,1,0,0,0
3,6,4,54,14,1,9,1,67.36363636363636,43.5,46.0,5.181818181818182,99.4090909090909,29.973181818181818,2.909090909090909,2017,1,29,2017-01-29,0,1,0,1,1,1,1
8,4,5,34,15,4,6,3,66.125,54.208333333333336,67.20833333333333,5.791666666666667,171.70833333333334,29.913333333333338,4.333333333333333,2017,1,30,2017-01-30,1,1,1,1,1,1,1
3,1,2,38,10,0,2,1,70.04761904761905,56.42857142857143,67.14285714285714,4.666666666666667,76.23809523809524,29.915714285714287,9.666666666666666,2017,1,31,2017-01-31,0,1,0,0,0,1,0
6,4,3,29,6,0,6,1,70.36363636363636,45.5,45.90909090909091,4.454545454545454,106.54545454545456,29.922272727272727,7.818181818181818,2017,2,1,2017-02-01,0,1,1,1,0,0,1
5,6,4,37,7,0,0,0,70.0909090909091,43.95454545454545,44.54545454545455,5.5,73.9090909090909,29.93636363636364,4.2727272727272725,2017,2,2,2017-02-02,0,1,1,1,1,0,0
6,5,6,40,15,2,5,0,70.3913043478261,48.130434782608695,47.391304347826086,5.739130434782608,89.26086956521739,29.899130434782613,5.260869565217392,2017,2,3,2017-02-03,0,1,1,1,1,1,1
4,2,2,22,10,1,5,1,69.17391304347827,44.69565217391305,45.78260869565217,17.782608695652176,260.30434782608694,29.827391304347824,5.304347826086956,2017,2,4,2017-02-04,0,0,0,0,0,1,1
10,11,5,39,1,0,11,1,62.54166666666666,21.291666666666668,22.125,12.333333333333334,270.3333333333333,29.91875,1.875,2017,2,5,2017-02-05,0,1,1,1,1,0,1
10,4,4,13,3,2,5,0,62.5,26.75,29.125,6.75,53.66666666666666,29.98125,3.333333333333333,2017,2,6,2017-02-06,0,0,1,1,1,0,1
3,0,3,14,3,0,7,2,64.08333333333333,32.208333333333336,33.166666666666664,5.958333333333333,57.375,29.96,4.125,2017,2,7,2017-02-07,0,0,0,0,0,0,1
11,1,4,36,7,0,10,2,66.3913043478261,39.869565217391305,42.56521739130435,4.521739130434782,120.43478260869566,29.93434782608696,3.130434782608696,2017,2,8,2017-02-08,0,1,1,0,1,0,1
3,2,4,20,6,0,0,1,67.91666666666667,31.875,31.58333333333333,4.416666666666667,52.708333333333336,29.98,1.4166666666666667,2017,2,9,2017-02-09,0,0,0,0,1,0,0
4,3,4,18,5,0,2,0,67.21739130434783,26.91304347826087,24.73913043478261,6.782608695652174,84.26086956521739,29.93521739130435,1.0,2017,2,10,2017-02-10,0,0,0,0,1,0,0
5,6,5,12,11,1,1,3,67.91666666666667,37.0,37.875,4.166666666666667,78.875,29.91125,1.9583333333333333,2017,2,11,2017-02-11,1,0,1,1,1,1,0
10,10,7,24,2,0,2,1,69.78260869565217,32.21739130434783,28.782608695652176,8.521739130434783,38.30434782608695,29.98913043478261,1.0,2017,2,12,2017-02-12,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,70.6,30.95,24.4,15.1,21.5,30.064,3.25,2017,2,13,2017-02-13,0,0,0,0,0,0,0
2,4,2,21,0,0,1,1,74.52173913043478,31.043478260869566,21.47826086956522,13.043478260869565,16.82608695652174,30.07521739130435,1.9130434782608696,2017,2,14,2017-02-14,0,0,0,1,0,0,0
6,2,2,18,1,0,0,1,74.8695652173913,32.82608695652174,24.47826086956522,6.0,88.21739130434783,30.025652173913045,1.3043478260869563,2017,2,15,2017-02-15,0,0,1,0,0,0,0
3,4,1,31,2,0,0,3,76.30434782608695,36.43478260869565,25.47826086956522,6.434782608695652,102.8695652173913,29.97347826086957,5.086956521739131,2017,2,16,2017-02-16,1,1,0,1,0,0,0
3,2,2,12,4,0,8,1,77.04347826086956,42.43478260869565,30.608695652173918,4.739130434782608,97.08695652173913,29.936956521739127,2.9130434782608696,2017,2,17,2017-02-17,0,0,0,0,0,0,1
7,4,2,29,10,0,0,3,78.78260869565217,45.65217391304348,32.78260869565217,4.695652173913044,139.04347826086956,29.96434782608696,7.086956521739131,2017,2,18,2017-02-18,1,1,1,1,0,1,0
3,2,1,12,1,0,8,1,75.73913043478261,56.43478260869565,52.73913043478261,7.913043478260869,198.7391304347826,29.917826086956524,6.478260869565218,2017,2,19,2017-02-19,0,0,0,0,0,0,1
5,3,5,33,2,0,1,3,74.73913043478261,37.30434782608695,31.608695652173918,14.869565217391305,280.9130434782609,29.796086956521737,5.608695652173913,2017,2,20,2017-02-20,1,1,1,0,1,0,0
4,3,4,21,14,0,8,0,74.0,27.43478260869565,22.347826086956523,9.608695652173912,276.17391304347825,27.151304347826088,1.5217391304347827,2017,2,21,2017-02-21,0,0,0,0,1,1,1
3,2,7,21,9,0,5,0,72.8695652173913,41.82608695652174,40.73913043478261,6.565217391304348,186.1304347826087,29.80304347826087,1.6956521739130437,2017,2,22,2017-02-22,0,0,0,0,1,1,1
6,4,3,22,4,1,8,1,69.72727272727273,35.68181818181818,31.863636363636363,4.818181818181818,137.3181818181818,29.90954545454545,4.181818181818182,2017,2,23,2017-02-23,0,0,1,1,0,0,1
1,3,3,25,6,1,5,1,71.5,32.6,27.0,5.0,116.05,29.978500000000004,2.4,2017,2,24,2017-02-24,0,0,0,0,0,0,1
6,6,4,24,7,0,1,0,75.95652173913044,49.52173913043478,42.95652173913044,4.565217391304348,165.56521739130434,29.94217391304348,3.130434782608696,2017,2,25,2017-02-25,0,0,1,1,1,0,0
4,5,3,13,2,0,5,1,72.86363636363636,49.86363636363637,44.54545454545455,3.4545454545454546,86.04545454545455,29.84,4.954545454545454,2017,2,26,2017-02-26,0,0,0,1,0,0,1
5,3,7,16,14,0,7,2,77.08333333333333,56.083333333333336,50.29166666666666,5.166666666666667,162.33333333333334,29.83083333333333,5.166666666666667,2017,2,27,2017-02-27,0,0,1,0,1,1,1
4,3,4,15,4,0,18,0,77.7,52.4,43.8,4.95,132.9,29.892000000000003,5.5,2017,2,28,2017-02-28,0,0,0,0,1,0,1
4,4,4,15,17,0,5,1,77.30434782608695,49.391304347826086,47.08695652173913,6.0,160.52173913043478,29.866086956521738,4.086956521739131,2017,3,1,2017-03-01,0,0,0,1,1,1,1
5,7,3,13,1,1,1,2,74.65217391304348,40.43478260869565,31.52173913043478,2.652173913043478,106.78260869565216,29.84695652173913,1.608695652173913,2017,3,2,2017-03-02,0,0,1,1,0,0,0
9,3,4,7,9,0,6,3,73.22727272727273,38.22727272727273,31.772727272727277,4.227272727272728,99.36363636363636,29.793636363636367,3.5454545454545454,2017,3,3,2017-03-03,1,0,1,0,1,1,1
5,3,2,17,0,0,5,3,74.78260869565217,50.60869565217392,49.73913043478261,4.913043478260869,144.91304347826087,29.756521739130434,2.739130434782609,2017,3,4,2017-03-04,1,0,1,0,0,0,1
10,4,5,33,3,0,6,4,76.82608695652173,55.0,56.17391304347826,7.217391304347826,220.2173913043478,29.778695652173912,3.9130434782608696,2017,3,5,2017-03-05,1,1,1,1,1,0,1
6,2,1,20,1,0,0,3,74.79166666666667,61.91666666666666,65.875,8.416666666666666,214.83333333333331,29.75,4.125,2017,3,6,2017-03-06,1,0,1,0,0,0,0
2,4,6,15,4,0,0,2,77.0,57.333333333333336,52.75,8.25,216.70833333333331,29.70125,4.0,2017,3,7,2017-03-07,0,0,0,1,1,0,0
1,2,0,15,4,0,0,3,76.85714285714286,62.095238095238095,62.71428571428572,5.142857142857143,149.04761904761904,29.72428571428572,3.857142857142857,2017,3,8,2017-03-08,1,0,0,0,0,0,0
11,1,6,23,2,1,0,3,76.73913043478261,64.04347826086956,65.95652173913044,9.08695652173913,242.82608695652172,29.69391304347826,2.8260869565217392,2017,3,9,2017-03-09,1,0,1,0,1,0,0
2,4,5,26,8,1,0,1,77.58333333333333,33.208333333333336,29.625,16.5,301.2916666666667,29.71,7.166666666666667,2017,3,10,2017-03-10,0,0,0,1,1,0,0
6,4,5,20,2,1,5,4,74.20833333333333,9.375,10.208333333333334,15.375,333.25,29.832916666666662,11.208333333333334,2017,3,11,2017-03-11,1,0,1,1,1,0,1
7,6,2,48,6,4,15,2,70.75,32.458333333333336,31.70833333333333,6.958333333333333,289.1666666666667,29.875833333333333,3.0416666666666665,2017,3,12,2017-03-12,0,1,1,1,0,0,1
2,0,2,18,2,0,10,0,72.875,37.41666666666666,32.041666666666664,6.708333333333333,235.5,29.876666666666665,2.1666666666666665,2017,3,13,2017-03-13,0,0,0,0,0,0,1
2,1,3,15,5,0,5,1,75.375,60.25,62.54166666666666,6.291666666666667,190.5,29.855833333333333,6.0,2017,3,14,2017-03-14,0,0,0,0,0,0,1
3,1,1,14,2,0,0,0,76.47826086956522,47.60869565217392,43.43478260869565,4.260869565217392,133.1304347826087,29.855217391304347,4.521739130434782,2017,3,15,2017-03-15,0,0,0,0,0,0,0
6,3,3,28,4,0,1,3,76.04347826086956,52.17391304347826,46.91304347826087,7.173913043478261,203.82608695652172,29.83826086956521,3.217391304347826,2017,3,16,2017-03-16,1,1,1,0,0,0,0
4,1,0,11,14,0,3,3,78.04166666666667,66.08333333333333,68.04166666666667,10.708333333333334,259.8333333333333,29.80625,2.458333333333333,2017,3,17,2017-03-17,1,0,0,0,0,1,0
5,3,4,20,3,0,1,1,78.875,67.16666666666667,68.0,11.625,256.2083333333333,27.289583333333336,5.666666666666667,2017,3,18,2017-03-18,0,0,1,0,1,0,0
10,3,2,38,3,0,5,3,82.82608695652173,59.43478260869565,49.56521739130435,6.739130434782608,187.0434782608696,29.813913043478266,1.826086956521739,2017,3,19,2017-03-19,1,1,1,0,0,0,1
1,4,3,13,3,0,7,3,80.13636363636364,48.18181818181818,37.81818181818182,5.681818181818182,160.63636363636363,29.845454545454547,4.5,2017,3,20,2017-03-20,1,0,0,1,0,0,1
9,2,2,13,4,0,1,5,79.54166666666667,59.125,53.04166666666666,8.583333333333334,250.66666666666663,29.83875,2.458333333333333,2017,3,21,2017-03-21,1,0,1,0,0,0,0
1,3,1,15,7,0,2,2,78.47619047619048,66.23809523809524,67.28571428571429,9.80952380952381,252.04761904761904,29.833809523809524,2.7142857142857144,2017,3,22,2017-03-22,0,0,0,0,0,0,0
7,2,1,13,8,0,6,3,80.58333333333333,61.625,56.208333333333336,8.0,260.875,29.80625,1.125,2017,3,23,2017-03-23,1,0,1,0,0,0,1
1,2,3,7,4,0,5,5,79.80952380952381,63.71428571428572,61.71428571428572,9.19047619047619,270.2857142857143,29.812857142857144,3.380952380952381,2017,3,24,2017-03-24,1,0,0,0,0,0,1
10,4,1,33,3,0,0,4,84.69565217391305,59.391304347826086,47.869565217391305,8.478260869565217,266.0869565217391,29.78391304347826,3.1739130434782608,2017,3,25,2017-03-25,1,1,1,1,0,0,0
5,5,3,18,4,0,10,8,85.6086956521739,63.73913043478261,50.47826086956522,7.739130434782608,264.30434782608694,29.824782608695653,1.9565217391304348,2017,3,26,2017-03-26,1,0,1,1,0,0,1
5,3,4,14,5,0,1,4,84.95833333333333,61.04166666666666,49.16666666666666,7.916666666666667,262.625,29.82375,3.25,2017,3,27,2017-03-27,1,0,1,0,1,0,0
2,2,7,20,14,0,0,6,81.72727272727273,69.0909090909091,66.18181818181819,8.772727272727273,243.5909090909091,27.09181818181818,2.0,2017,3,28,2017-03-28,1,0,0,0,1,1,0
6,0,4,12,3,0,7,4,81.69565217391305,67.6086956521739,63.78260869565217,6.956521739130435,205.56521739130437,29.75521739130435,2.391304347826087,2017,3,29,2017-03-29,1,0,1,0,1,0,1
1,1,5,8,9,0,0,2,82.5,67.1,62.4,6.95,217.3,29.735000000000003,2.55,2017,3,30,2017-03-30,0,0,0,0,1,1,0
3,2,3,22,2,0,2,6,81.61904761904762,67.04761904761905,62.71428571428572,7.809523809523809,234.8571428571429,29.744285714285716,2.4285714285714284,2017,3,31,2017-03-31,1,0,0,0,0,0,0
2,2,2,34,2,0,1,3,82.5,67.75,63.125,6.291666666666667,216.83333333333331,29.72625,4.208333333333333,2017,4,1,2017-04-01,1,1,0,0,0,0,0
6,4,3,23,4,0,9,12,82.69565217391305,69.56521739130434,67.08695652173913,4.956521739130435,139.04347826086956,29.665217391304346,1.9130434782608696,2017,4,2,2017-04-02,1,0,1,1,0,0,1
6,1,5,25,8,0,20,3,83.5,69.45454545454545,66.0909090909091,12.318181818181818,192.4090909090909,29.645000000000003,3.6818181818181817,2017,4,3,2017-04-03,1,0,1,0,1,0,1
0,1,2,8,2,0,5,5,83.875,71.41666666666667,67.70833333333333,6.833333333333333,215.75,29.62875,5.375,2017,4,4,2017-04-04,1,0,0,0,0,0,1
5,0,0,14,9,2,6,1,84.45833333333333,64.29166666666667,52.0,11.833333333333334,220.45833333333331,29.5875,1.4166666666666667,2017,4,5,2017-04-05,0,0,1,0,0,1,1
5,0,3,11,4,1,0,1,83.26086956521739,27.608695652173918,15.173913043478262,13.478260869565217,276.0434782608696,29.657391304347826,11.173913043478262,2017,4,6,2017-04-06,0,0,1,0,0,0,0
4,3,2,16,5,0,5,5,81.27272727272727,24.545454545454547,15.318181818181818,9.227272727272728,237.3181818181818,29.77590909090909,8.136363636363637,2017,4,7,2017-04-07,1,0,0,0,0,0,1
6,7,2,23,3,0,11,6,81.20833333333333,39.958333333333336,30.20833333333333,5.208333333333333,142.66666666666666,29.82208333333333,2.1666666666666665,2017,4,8,2017-04-08,1,0,1,1,0,0,1
5,5,8,22,3,0,0,1,82.75,34.166666666666664,21.125,3.1666666666666665,109.83333333333331,29.8375,7.125,2017,4,9,2017-04-09,0,0,1,1,1,0,0
8,1,1,27,1,0,4,4,87.73913043478261,38.30434782608695,20.82608695652174,5.130434782608695,188.95652173913044,29.789130434782606,2.391304347826087,2017,4,10,2017-04-10,1,1,1,0,0,0,1
4,2,3,17,5,0,11,1,73.33333333333333,40.66666666666666,25.375,6.333333333333333,182.08333333333331,29.76125,2.458333333333333,2017,4,11,2017-04-11,0,0,0,0,0,0,1
10,3,3,11,10,2,10,4,89.26086956521739,51.26086956521739,30.43478260869565,5.565217391304348,164.43478260869566,29.74478260869565,2.217391304347826,2017,4,12,2017-04-12,1,0,1,0,0,1,1
3,0,2,24,0,0,2,4,88.2,58.8,41.0,6.35,191.45,29.7125,2.05,2017,4,13,2017-04-13,1,0,0,0,0,0,0
7,5,5,13,3,0,16,4,84.5909090909091,67.9090909090909,58.36363636363637,7.090909090909091,189.45454545454547,29.669545454545457,1.681818181818182,2017,4,14,2017-04-14,1,0,1,1,1,0,1
10,1,3,15,1,0,15,5,84.81818181818181,63.45454545454545,51.27272727272727,9.545454545454543,245.72727272727272,28.29409090909091,1.7272727272727273,2017,4,15,2017-04-15,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,83.04347826086956,69.08695652173913,64.26086956521739,8.391304347826088,229.17391304347825,29.649565217391302,4.391304347826087,2017,4,16,2017-04-16,0,0,0,0,0,0,0
4,3,1,18,1,0,5,1,83.41666666666667,70.58333333333333,66.91666666666667,12.916666666666666,247.0,29.68875,2.75,2017,4,17,2017-04-17,0,0,0,0,0,0,1
7,4,5,15,8,1,2,2,84.1304347826087,69.65217391304348,64.08695652173913,12.434782608695652,254.4782608695652,29.66130434782609,1.3478260869565215,2017,4,18,2017-04-18,0,0,1,1,1,0,0
1,1,5,12,2,0,0,0,85.45,70.1,62.55,14.1,256.55,29.579,3.85,2017,4,19,2017-04-19,0,0,0,0,1,0,0
1,2,4,8,10,0,6,1,86.45454545454545,67.04545454545455,55.36363636363637,11.636363636363637,238.63636363636363,29.538636363636364,5.0,2017,4,20,2017-04-20,0,0,0,0,1,1,1
3,2,1,26,2,0,2,2,84.55,71.15,66.0,8.55,229.7,29.573,3.4,2017,4,21,2017-04-21,0,0,0,0,0,0,0
2,4,3,19,7,1,1,2,83.45833333333333,70.54166666666667,67.04166666666667,9.083333333333334,216.66666666666663,29.605,2.2916666666666665,2017,4,22,2017-04-22,0,0,0,1,0,0,0
8,4,3,26,7,0,1,5,84.20833333333333,71.0,65.04166666666667,9.125,224.375,29.62375,5.791666666666667,2017,4,23,2017-04-23,1,0,1,1,0,0,0
9,3,8,12,9,0,1,5,83.58333333333333,69.91666666666667,65.16666666666667,9.791666666666666,215.04166666666663,29.645,4.166666666666667,2017,4,24,2017-04-24,1,0,1,0,1,1,0
7,2,1,22,0,0,22,2,82.28571428571429,70.66666666666667,68.95238095238095,9.38095238095238,223.0952380952381,29.697142857142858,5.428571428571429,2017,4,25,2017-04-25,0,0,1,0,0,0,1
3,3,3,9,3,0,1,7,83.56521739130434,71.34782608695652,66.73913043478261,11.26086956521739,242.82608695652172,29.68478260869565,2.260869565217391,2017,4,26,2017-04-26,1,0,0,0,0,0,0
3,3,2,11,10,1,0,10,84.625,71.95833333333333,67.125,13.166666666666666,236.54166666666663,29.69875,3.9583333333333335,2017,4,27,2017-04-27,1,0,0,0,0,1,0
2,2,3,11,2,0,7,7,85.19047619047619,72.95238095238095,68.28571428571429,12.047619047619047,242.33333333333331,29.69,3.142857142857143,2017,4,28,2017-04-28,1,0,0,0,0,0,1
5,8,1,13,2,1,1,8,91.4090909090909,59.0,42.59090909090909,8.863636363636363,234.3636363636364,29.68045454545455,4.636363636363637,2017,4,29,2017-04-29,1,0,1,1,0,0,0
1,4,1,15,2,0,12,2,90.95454545454544,57.31818181818182,41.18181818181818,10.181818181818182,266.1363636363636,29.67636363636364,3.3181818181818183,2017,4,30,2017-04-30,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1,88.82608695652173,64.47826086956522,45.91304347826087,7.217391304347826,210.56521739130437,29.679565217391303,1.0,2017,5,1,2017-05-01,0,0,0,0,0,0,0
1,6,1,16,5,0,6,5,86.85714285714286,73.76190476190476,60.80952380952381,8.714285714285714,212.23809523809524,29.70142857142857,1.6666666666666667,2017,5,2,2017-05-02,1,0,0,1,0,0,1
1,2,6,18,6,0,20,2,87.47826086956522,72.82608695652173,63.65217391304348,7.956521739130435,223.3913043478261,29.717391304347824,2.217391304347826,2017,5,3,2017-05-03,0,0,0,0,1,0,1
5,5,1,10,4,0,2,4,87.27272727272727,71.31818181818181,59.86363636363637,9.454545454545457,233.4090909090909,29.73909090909091,1.181818181818182,2017,5,4,2017-05-04,1,0,1,1,0,0,0
2,5,1,7,8,0,12,3,87.54166666666667,68.125,52.91666666666666,11.291666666666666,250.45833333333331,29.71875,3.083333333333333,2017,5,5,2017-05-05,1,0,0,1,0,0,1
4,2,3,14,1,0,0,6,87.43478260869566,70.91304347826087,58.391304347826086,9.08695652173913,241.8695652173913,29.69652173913044,1.6521739130434785,2017,5,6,2017-05-06,1,0,0,0,0,0,0
6,3,4,17,3,0,1,4,88.43478260869566,71.30434782608695,58.78260869565217,10.173913043478262,244.7391304347826,28.40304347826087,1.7391304347826086,2017,5,7,2017-05-07,1,0,1,0,1,0,0
2,3,1,8,8,3,1,5,89.58333333333333,69.83333333333333,54.125,7.75,218.625,29.64,3.583333333333333,2017,5,8,2017-05-08,1,0,0,0,0,0,0
6,4,3,11,4,0,2,2,88.34782608695652,72.78260869565217,61.0,10.130434782608695,227.1304347826087,29.58434782608696,4.478260869565218,2017,5,9,2017-05-09,0,0,1,1,0,0,0
8,0,9,15,4,0,14,7,88.875,74.20833333333333,64.08333333333333,9.083333333333334,229.83333333333331,29.5775,6.125,2017,5,10,2017-05-10,1,0,1,0,1,0,1
6,6,3,16,6,2,1,10,88.08333333333333,74.33333333333333,65.58333333333333,8.125,246.875,29.66,4.458333333333333,2017,5,11,2017-05-11,1,0,1,1,0,0,0
5,4,6,16,4,9,0,6,87.5,73.91666666666667,65.75,9.25,228.04166666666663,28.464166666666667,2.083333333333333,2017,5,12,2017-05-12,1,0,1,1,1,0,0
5,2,6,12,4,0,1,7,87.17391304347827,73.3913043478261,65.0,9.826086956521738,246.7391304347826,29.667826086956524,3.0,2017,5,13,2017-05-13,1,0,1,0,1,0,0
4,1,2,31,6,0,5,2,86.375,74.16666666666667,67.75,11.208333333333334,239.29166666666663,29.61875,3.9583333333333335,2017,5,14,2017-05-14,0,1,0,0,0,0,1
5,4,2,17,0,3,3,7,87.45833333333333,74.0,65.16666666666667,13.333333333333334,236.41666666666663,29.56375,2.458333333333333,2017,5,15,2017-05-15,1,0,1,1,0,0,0
2,5,1,14,2,0,5,6,87.85714285714286,73.28571428571429,62.523809523809526,9.428571428571429,239.0952380952381,29.53142857142857,1.0,2017,5,16,2017-05-16,1,0,0,1,0,0,1
6,4,0,9,5,0,0,2,88.41666666666667,72.58333333333333,61.91666666666666,13.75,232.625,29.54875,1.7083333333333333,2017,5,17,2017-05-17,0,0,1,1,0,0,0
3,4,3,21,4,0,0,3,86.68181818181819,74.31818181818181,67.45454545454545,12.181818181818182,243.72727272727272,29.58772727272727,3.090909090909091,2017,5,18,2017-05-18,1,0,0,1,0,0,0
4,3,2,31,11,0,0,10,86.66666666666667,74.91666666666667,68.91666666666667,14.791666666666666,237.54166666666663,29.61375,3.125,2017,5,19,2017-05-19,1,1,0,0,0,1,0
4,4,0,15,5,0,6,6,86.6086956521739,75.78260869565217,70.6086956521739,15.043478260869565,230.0,29.58695652173913,6.3478260869565215,2017,5,20,2017-05-20,1,0,0,1,0,0,1
6,2,1,32,5,0,12,4,87.30434782608695,75.34782608695652,68.3913043478261,14.521739130434783,237.91304347826087,29.5295652173913,5.130434782608695,2017,5,21,2017-05-21,1,1,1,0,0,0,1
5,1,4,22,5,0,7,11,87.17391304347827,74.34782608695652,66.26086956521739,13.217391304347826,245.65217391304347,29.616956521739134,4.695652173913044,2017,5,22,2017-05-22,1,0,1,0,1,0,1
3,2,5,7,9,0,2,6,87.65217391304348,72.82608695652173,63.04347826086956,17.869565217391305,251.65217391304347,29.64565217391305,2.608695652173913,2017,5,23,2017-05-23,1,0,0,0,1,1,0
6,2,3,11,9,0,4,4,89.0909090909091,73.54545454545455,60.90909090909091,15.863636363636363,259.8636363636364,29.59318181818181,4.954545454545454,2017,5,24,2017-05-24,1,0,1,0,0,1,1
5,5,2,18,3,0,2,4,89.52173913043478,74.82608695652173,63.0,15.478260869565217,247.65217391304347,29.533478260869565,1.3043478260869563,2017,5,25,2017-05-25,1,0,1,1,0,0,0
2,3,4,29,4,0,8,2,88.17391304347827,77.43478260869566,71.1304347826087,11.782608695652174,234.95652173913044,26.93086956521739,2.9565217391304346,2017,5,26,2017-05-26,0,1,0,0,1,0,1
6,2,2,22,5,0,0,10,88.43478260869566,78.1304347826087,72.17391304347827,11.434782608695652,233.0,28.15782608695652,4.652173913043479,2017,5,27,2017-05-27,1,0,1,0,0,0,0
2,5,2,10,2,0,0,3,88.68181818181819,78.0909090909091,71.54545454545455,10.909090909090908,222.13636363636363,29.406818181818185,5.818181818181818,2017,5,28,2017-05-28,1,0,0,1,0,0,0
2,3,1,27,4,2,4,4,89.95,79.0,71.1,9.35,219.6,29.364,2.35,2017,5,29,2017-05-29,1,1,0,0,0,0,1
8,3,4,25,3,0,5,5,88.375,77.54166666666667,71.125,4.75,136.0,29.36708333333333,6.75,2017,5,30,2017-05-30,1,0,1,0,1,0,1
4,2,7,12,6,4,1,5,89.625,79.58333333333333,72.41666666666667,6.041666666666667,206.41666666666663,29.33583333333333,3.4166666666666665,2017,5,31,2017-05-31,1,0,0,0,1,0,0
1,3,2,20,10,0,2,2,90.0,76.52173913043478,66.3913043478261,7.695652173913044,135.2173913043478,29.44608695652174,7.043478260869565,2017,6,1,2017-06-01,0,0,0,0,0,1,0
2,4,4,17,9,1,5,3,89.125,74.83333333333333,63.583333333333336,8.041666666666666,189.54166666666663,29.54125,5.5,2017,6,2,2017-06-02,1,0,0,1,1,1,1
4,1,3,8,3,0,21,1,91.73684210526316,75.05263157894737,61.47368421052632,9.31578947368421,221.6315789473684,29.541578947368414,3.1052631578947367,2017,6,3,2017-06-03,0,0,0,0,0,0,1
