,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Day,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,IntCondition
25518,2016-11-30,0,0,0,0,0,0,6,0,2016,11,14,30,90.0,54.0,29.0,248,2.0,29.87,1
25519,2016-11-30,0,0,0,1,0,0,0,0,2016,11,15,30,90.0,63.0,40.0,203,9.0,29.84,1
25520,2016-11-30,0,0,0,0,0,0,0,0,2016,11,16,30,86.0,64.0,48.0,203,8.0,29.84,1
25521,2016-11-30,0,1,0,0,1,0,0,0,2016,11,17,30,84.0,64.0,51.0,180,8.0,29.84,1
25524,2016-11-30,0,0,1,1,0,0,0,0,2016,11,20,30,77.0,68.0,74.0,0,0.0,29.87,1
25525,2016-11-30,0,0,0,1,0,0,0,0,2016,11,21,30,77.0,68.0,74.0,0,0.0,29.89,1
25526,2016-11-30,0,0,0,0,0,0,0,0,2016,11,22,30,73.0,68.0,83.0,0,0.0,29.89,9
25528,2016-12-01,0,0,0,0,0,0,0,0,2016,12,0,1,70.0,41.0,35.0,338,6.0,29.95,1
25529,2016-12-01,0,0,0,0,0,0,0,0,2016,12,1,1,70.0,66.0,88.0,0,3.0,29.89,9
25532,2016-12-01,0,0,0,0,0,0,0,0,2016,12,4,1,64.0,59.0,83.0,23,5.0,29.89,23
25533,2016-12-01,0,0,0,0,0,0,0,0,2016,12,5,1,63.0,52.0,68.0,23,6.0,29.89,9
25534,2016-12-01,0,0,0,0,0,0,0,0,2016,12,6,1,61.0,52.0,72.0,23,7.0,29.92,9
25535,2016-12-01,0,0,0,0,0,0,0,0,2016,12,7,1,63.0,48.0,59.0,23,9.0,29.92,9
25537,2016-12-01,0,0,1,4,0,0,0,0,2016,12,9,1,75.0,45.0,34.0,23,5.0,29.98,8
25538,2016-12-01,0,0,0,1,0,0,0,0,2016,12,10,1,77.0,45.0,32.0,23,7.0,29.98,8
25539,2016-12-01,2,1,0,0,0,0,4,0,2016,12,11,1,81.0,43.0,26.0,23,3.0,29.98,8
25540,2016-12-01,0,0,0,4,3,0,0,0,2016,12,12,1,88.0,39.0,18.0,23,12.0,29.95,8
25541,2016-12-01,0,0,0,2,0,0,0,0,2016,12,13,1,90.0,37.0,16.0,0,12.0,29.92,8
25542,2016-12-01,0,0,0,1,2,0,0,0,2016,12,14,1,91.0,37.0,15.0,68,13.0,29.89,8
25543,2016-12-01,0,0,0,13,1,0,0,0,2016,12,15,1,90.0,36.0,15.0,23,15.0,29.87,1
25544,2016-12-01,0,0,0,4,1,0,0,0,2016,12,16,1,90.0,36.0,15.0,45,15.0,29.87,1
25545,2016-12-01,0,0,0,11,0,0,0,0,2016,12,17,1,88.0,34.0,15.0,45,14.0,29.89,1
25546,2016-12-01,1,0,0,3,1,0,0,0,2016,12,18,1,84.0,36.0,18.0,45,13.0,29.89,8
25547,2016-12-01,0,0,0,6,0,0,0,0,2016,12,19,1,82.0,37.0,20.0,45,12.0,29.92,8
25548,2016-12-01,0,1,0,3,0,0,0,0,2016,12,20,1,77.0,41.0,28.0,23,9.0,29.95,8
25549,2016-12-01,2,0,0,2,0,0,5,0,2016,12,21,1,73.0,41.0,31.0,23,8.0,29.95,1
25550,2016-12-01,0,0,0,0,0,0,0,0,2016,12,22,1,72.0,41.0,33.0,338,7.0,29.98,1
25551,2016-12-01,0,0,0,0,0,0,0,0,2016,12,23,1,72.0,41.0,33.0,0,6.0,29.98,1
25552,2016-12-02,0,0,0,0,0,0,0,0,2016,12,0,2,70.0,41.0,35.0,338,9.0,29.95,1
25553,2016-12-02,0,0,0,0,0,0,0,0,2016,12,1,2,70.0,39.0,33.0,338,8.0,29.95,1
25554,2016-12-02,0,0,0,0,0,0,0,0,2016,12,2,2,70.0,39.0,33.0,338,7.0,29.95,1
25555,2016-12-02,0,0,0,0,0,0,0,0,2016,12,3,2,70.0,39.0,33.0,338,7.0,29.95,8
25557,2016-12-02,0,0,0,0,0,0,0,0,2016,12,5,2,68.0,41.0,37.0,338,8.0,29.95,8
25558,2016-12-02,0,0,0,0,0,0,0,0,2016,12,6,2,68.0,43.0,40.0,0,7.0,29.95,8
25559,2016-12-02,0,0,0,0,0,0,0,0,2016,12,7,2,68.0,45.0,43.0,0,10.0,29.98,8
25560,2016-12-02,0,0,0,5,0,0,0,0,2016,12,8,2,68.0,43.0,40.0,0,12.0,30.01,8
25561,2016-12-02,0,0,1,2,0,0,1,0,2016,12,9,2,73.0,43.0,33.0,338,7.0,30.04,8
25562,2016-12-02,1,0,0,1,0,0,0,0,2016,12,10,2,81.0,45.0,28.0,0,10.0,30.04,8
25563,2016-12-02,0,0,0,0,0,0,0,0,2016,12,11,2,84.0,43.0,23.0,45,12.0,30.04,8
25565,2016-12-02,1,0,0,4,3,0,0,0,2016,12,13,2,88.0,41.0,19.0,45,14.0,29.98,1
25566,2016-12-02,1,0,1,1,5,0,0,0,2016,12,14,2,88.0,39.0,18.0,45,12.0,29.95,1
25567,2016-12-02,1,0,0,11,2,0,0,0,2016,12,15,2,90.0,37.0,16.0,68,9.0,29.92,1
25568,2016-12-02,0,0,0,2,1,0,0,0,2016,12,16,2,90.0,39.0,17.0,68,12.0,29.89,1
25569,2016-12-02,0,0,0,1,0,0,10,0,2016,12,17,2,86.0,39.0,19.0,45,9.0,29.92,1
25570,2016-12-02,1,0,0,3,1,0,0,0,2016,12,18,2,81.0,41.0,24.0,68,7.0,29.92,1
25571,2016-12-02,0,0,0,6,2,0,0,0,2016,12,19,2,77.0,41.0,28.0,45,9.0,29.95,8
25572,2016-12-02,0,0,1,2,0,0,5,0,2016,12,20,2,75.0,43.0,31.0,68,12.0,29.95,8
25574,2016-12-02,0,0,0,0,0,0,0,0,2016,12,22,2,72.0,43.0,35.0,0,0.0,29.98,8
25575,2016-12-02,0,0,0,0,0,0,0,0,2016,12,23,2,70.0,43.0,38.0,0,0.0,29.98,8
25576,2016-12-03,0,0,0,0,0,0,0,0,2016,12,0,3,70.0,43.0,38.0,0,5.0,29.98,8
25577,2016-12-03,0,0,0,0,0,0,0,0,2016,12,1,3,70.0,45.0,40.0,338,8.0,29.98,8
25578,2016-12-03,0,0,0,0,0,0,0,0,2016,12,2,3,70.0,43.0,38.0,0,8.0,29.98,8
25579,2016-12-03,0,0,0,0,0,0,0,0,2016,12,3,3,64.0,45.0,49.0,0,3.0,29.95,9
25580,2016-12-03,0,0,0,0,0,0,0,0,2016,12,4,3,64.0,45.0,49.0,23,6.0,29.95,9
25581,2016-12-03,0,0,0,0,0,0,0,0,2016,12,5,3,63.0,45.0,52.0,0,8.0,29.95,9
25582,2016-12-03,0,0,0,0,0,0,0,0,2016,12,6,3,61.0,43.0,52.0,0,6.0,29.98,9
25583,2016-12-03,0,0,0,0,0,0,0,0,2016,12,7,3,63.0,43.0,48.0,0,8.0,29.98,9
25584,2016-12-03,0,0,0,5,0,0,0,0,2016,12,8,3,63.0,43.0,48.0,0,7.0,30.01,9
25585,2016-12-03,0,0,0,0,0,0,0,0,2016,12,9,3,72.0,41.0,33.0,23,7.0,30.01,8
25586,2016-12-03,0,0,0,5,0,0,0,1,2016,12,10,3,77.0,45.0,32.0,23,6.0,30.04,8
25587,2016-12-03,0,0,1,9,0,0,0,0,2016,12,11,3,82.0,39.0,21.0,23,6.0,30.04,8
25588,2016-12-03,0,0,1,3,0,0,0,0,2016,12,12,3,86.0,39.0,19.0,68,6.0,30.01,8
25589,2016-12-03,1,0,0,3,1,0,0,0,2016,12,13,3,88.0,34.0,15.0,90,6.0,29.98,8
25590,2016-12-03,0,0,0,0,0,0,0,0,2016,12,14,3,88.0,37.0,17.0,90,3.0,29.95,1
25591,2016-12-03,0,1,0,4,0,0,0,0,2016,12,15,3,88.0,37.0,17.0,23,5.0,29.92,1
25592,2016-12-03,0,1,1,0,0,0,0,0,2016,12,16,3,86.0,37.0,18.0,23,5.0,29.92,1
25593,2016-12-03,0,0,0,0,0,0,0,2,2016,12,17,3,84.0,41.0,22.0,0,0.0,29.95,8
25594,2016-12-03,0,0,0,2,0,0,0,0,2016,12,18,3,81.0,46.0,30.0,0,0.0,29.95,8
25595,2016-12-03,1,0,0,8,0,0,1,0,2016,12,19,3,77.0,48.0,36.0,0,0.0,29.98,8
25596,2016-12-03,0,0,0,4,1,0,0,1,2016,12,20,3,73.0,46.0,38.0,0,0.0,29.98,8
25597,2016-12-03,0,0,0,0,0,0,0,0,2016,12,21,3,70.0,48.0,46.0,0,0.0,30.01,8
25598,2016-12-03,0,0,0,0,0,0,0,0,2016,12,22,3,68.0,46.0,46.0,23,8.0,30.01,8
25599,2016-12-03,0,0,0,0,0,0,0,0,2016,12,23,3,68.0,46.0,46.0,23,7.0,30.01,8
25600,2016-12-04,0,0,0,0,0,0,0,0,2016,12,0,4,66.0,43.0,43.0,0,6.0,29.98,8
25603,2016-12-04,0,0,0,0,0,0,0,0,2016,12,3,4,64.0,41.0,42.0,293,9.0,29.98,8
25604,2016-12-04,0,0,0,0,0,0,0,0,2016,12,4,4,61.0,39.0,45.0,0,7.0,29.98,8
25605,2016-12-04,0,0,0,0,0,0,0,0,2016,12,5,4,61.0,39.0,45.0,23,6.0,29.98,8
25606,2016-12-04,0,0,0,0,0,0,0,0,2016,12,6,4,59.0,39.0,48.0,0,6.0,30.01,8
25607,2016-12-04,0,0,0,0,0,0,0,0,2016,12,7,4,59.0,41.0,51.0,23,7.0,30.01,8
25608,2016-12-04,0,0,0,1,0,0,0,0,2016,12,8,4,61.0,41.0,48.0,45,6.0,30.04,8
25609,2016-12-04,0,1,0,8,0,0,0,0,2016,12,9,4,66.0,39.0,37.0,23,6.0,30.04,8
25610,2016-12-04,1,0,0,0,0,0,0,0,2016,12,10,4,77.0,39.0,26.0,45,6.0,30.07,8
25611,2016-12-04,1,1,2,11,1,0,0,0,2016,12,11,4,0.0,0.0,0.0,45,6.0,30.04,8
25612,2016-12-04,1,1,0,2,2,0,0,0,2016,12,12,4,84.0,37.0,19.0,90,5.0,30.04,8
25613,2016-12-04,0,0,0,0,0,0,0,0,2016,12,13,4,86.0,43.0,22.0,113,7.0,30.01,8
25614,2016-12-04,0,0,0,13,0,0,0,0,2016,12,14,4,88.0,36.0,16.0,90,3.0,29.98,8
25615,2016-12-04,0,0,0,6,0,0,0,0,2016,12,15,4,86.0,43.0,22.0,113,6.0,29.95,8
25616,2016-12-04,0,1,0,4,0,0,0,0,2016,12,16,4,86.0,43.0,22.0,90,3.0,29.95,1
25617,2016-12-04,0,1,0,3,0,0,0,0,2016,12,17,4,84.0,45.0,25.0,0,2.0,29.95,8
25618,2016-12-04,0,0,0,5,0,0,0,0,2016,12,18,4,81.0,45.0,28.0,180,9.0,29.95,8
25619,2016-12-04,0,2,0,9,0,0,0,0,2016,12,19,4,79.0,45.0,30.0,180,6.0,29.95,8
25620,2016-12-04,4,1,0,5,1,0,0,0,2016,12,20,4,75.0,45.0,34.0,270,5.0,29.98,1
25621,2016-12-04,0,0,0,0,0,0,0,0,2016,12,21,4,73.0,46.0,38.0,0,0.0,30.01,1
25622,2016-12-04,0,0,0,0,0,0,0,0,2016,12,22,4,68.0,48.0,49.0,0,0.0,30.01,1
25623,2016-12-04,0,0,0,0,0,0,0,0,2016,12,23,4,66.0,46.0,49.0,0,0.0,30.01,8
25624,2016-12-05,0,0,0,0,0,0,0,0,2016,12,0,5,64.0,48.0,56.0,23,6.0,29.98,8
25625,2016-12-05,0,0,0,0,0,0,0,0,2016,12,1,5,63.0,48.0,59.0,23,3.0,29.98,8
25626,2016-12-05,0,0,0,0,0,0,0,0,2016,12,2,5,63.0,46.0,55.0,0,5.0,29.98,8
25627,2016-12-05,0,0,0,0,0,0,0,0,2016,12,3,5,61.0,46.0,59.0,23,3.0,29.98,8
25628,2016-12-05,0,0,0,0,0,0,0,0,2016,12,4,5,61.0,46.0,59.0,23,6.0,29.95,8
25629,2016-12-05,0,0,0,0,0,0,0,0,2016,12,5,5,59.0,45.0,59.0,23,5.0,29.95,8
25630,2016-12-05,0,0,0,0,0,0,0,0,2016,12,6,5,59.0,45.0,59.0,0,0.0,29.95,8
25631,2016-12-05,0,0,0,3,0,0,0,0,2016,12,7,5,57.0,45.0,63.0,23,6.0,29.98,8
25632,2016-12-05,0,0,0,0,0,0,0,0,2016,12,8,5,59.0,45.0,59.0,23,6.0,29.98,8
25633,2016-12-05,0,0,0,1,0,0,0,0,2016,12,9,5,66.0,43.0,43.0,45,5.0,30.01,8
25634,2016-12-05,0,0,0,1,1,0,7,0,2016,12,10,5,73.0,45.0,36.0,0,0.0,30.01,8
25635,2016-12-05,1,0,0,10,0,0,0,0,2016,12,11,5,79.0,46.0,32.0,0,0.0,30.01,8
25636,2016-12-05,0,0,0,1,4,0,0,0,2016,12,12,5,82.0,46.0,28.0,0,0.0,30.01,8
25637,2016-12-05,2,0,0,0,1,1,0,0,2016,12,13,5,86.0,43.0,22.0,0,0.0,29.95,8
25638,2016-12-05,0,0,0,0,0,0,0,0,2016,12,14,5,88.0,41.0,19.0,0,0.0,29.92,1
25639,2016-12-05,0,0,1,0,0,0,0,0,2016,12,15,5,86.0,45.0,23.0,225,7.0,29.89,8
25640,2016-12-05,0,0,1,5,0,0,0,1,2016,12,16,5,84.0,43.0,23.0,203,9.0,29.89,8
25641,2016-12-05,5,0,0,0,0,0,0,1,2016,12,17,5,82.0,48.0,30.0,180,9.0,29.89,8
25642,2016-12-05,0,0,1,0,0,0,0,0,2016,12,18,5,79.0,55.0,44.0,203,8.0,29.92,8
25643,2016-12-05,0,0,0,1,0,0,0,0,2016,12,19,5,75.0,59.0,57.0,225,7.0,29.95,8
25644,2016-12-05,0,0,1,1,0,0,6,0,2016,12,20,5,73.0,61.0,65.0,203,6.0,29.95,8
25645,2016-12-05,1,1,0,0,0,0,0,0,2016,12,21,5,72.0,61.0,69.0,203,6.0,29.95,8
25646,2016-12-05,0,0,0,0,0,0,0,0,2016,12,22,5,70.0,59.0,68.0,270,5.0,29.95,8
25647,2016-12-05,0,0,0,0,0,0,0,0,2016,12,23,5,68.0,59.0,73.0,0,0.0,29.95,9
25648,2016-12-06,0,0,0,0,0,0,0,0,2016,12,0,6,64.0,57.0,77.0,0,0.0,29.95,9
25649,2016-12-06,0,0,0,0,0,0,0,0,2016,12,1,6,64.0,57.0,77.0,0,0.0,29.95,9
25650,2016-12-06,0,0,0,0,0,0,0,0,2016,12,2,6,63.0,57.0,82.0,0,2.0,29.92,23
25651,2016-12-06,0,0,0,0,0,0,0,0,2016,12,3,6,61.0,57.0,88.0,0,0.0,29.92,23
25652,2016-12-06,0,0,0,0,0,0,0,0,2016,12,4,6,61.0,57.0,88.0,0,0.0,29.92,23
25653,2016-12-06,0,0,0,0,0,0,0,0,2016,12,5,6,59.0,55.0,88.0,0,0.0,29.92,23
25654,2016-12-06,0,0,0,0,0,0,0,0,2016,12,6,6,59.0,55.0,88.0,23,3.0,29.92,23
25655,2016-12-06,0,0,0,0,0,0,0,0,2016,12,7,6,57.0,54.0,88.0,0,0.0,29.92,23
25656,2016-12-06,3,1,0,0,0,0,2,0,2016,12,8,6,59.0,54.0,82.0,23,6.0,29.95,23
25657,2016-12-06,1,0,1,8,0,0,0,0,2016,12,9,6,66.0,54.0,64.0,23,3.0,29.98,9
25663,2016-12-06,0,0,0,0,0,0,0,0,2016,12,15,6,88.0,52.0,29.0,90,5.0,29.89,8
25664,2016-12-06,1,0,0,1,0,0,0,0,2016,12,16,6,86.0,54.0,33.0,0,0.0,29.89,8
25665,2016-12-06,0,0,0,4,0,0,0,0,2016,12,17,6,82.0,59.0,45.0,180,7.0,29.89,8
25666,2016-12-06,0,0,0,2,0,0,2,0,2016,12,18,6,79.0,61.0,54.0,203,6.0,29.89,8
25667,2016-12-06,0,0,0,3,0,0,0,0,2016,12,19,6,75.0,61.0,61.0,203,6.0,29.92,8
25669,2016-12-06,0,1,0,3,0,0,0,0,2016,12,21,6,72.0,63.0,73.0,0,0.0,29.95,8
25670,2016-12-06,0,0,0,0,0,0,0,0,2016,12,22,6,68.0,59.0,73.0,0,3.0,29.95,9
25671,2016-12-06,0,0,0,0,0,0,0,0,2016,12,23,6,66.0,59.0,78.0,23,7.0,29.95,9
25672,2016-12-07,0,0,0,0,0,0,0,0,2016,12,0,7,66.0,61.0,83.0,338,6.0,29.95,9
25673,2016-12-07,0,0,0,0,0,0,0,0,2016,12,1,7,64.0,59.0,83.0,0,9.0,29.95,9
25674,2016-12-07,0,0,0,0,0,0,0,0,2016,12,2,7,64.0,59.0,83.0,0,7.0,29.95,9
25675,2016-12-07,0,0,0,0,0,0,0,0,2016,12,3,7,63.0,54.0,72.0,0,6.0,29.92,9
25676,2016-12-07,0,0,0,0,0,0,0,0,2016,12,4,7,63.0,52.0,68.0,0,5.0,29.92,9
25677,2016-12-07,0,0,0,0,0,0,0,0,2016,12,5,7,61.0,52.0,72.0,0,0.0,29.92,9
25679,2016-12-07,0,0,0,0,0,0,0,0,2016,12,7,7,59.0,48.0,67.0,0,5.0,29.95,9
25680,2016-12-07,0,0,0,9,0,0,0,0,2016,12,8,7,64.0,50.0,59.0,0,5.0,29.98,9
25681,2016-12-07,0,0,0,0,0,0,0,0,2016,12,9,7,72.0,48.0,43.0,0,0.0,30.01,8
25682,2016-12-07,0,0,0,0,2,3,0,0,2016,12,10,7,75.0,45.0,34.0,0,0.0,30.01,8
25683,2016-12-07,0,1,0,0,3,0,0,0,2016,12,11,7,82.0,41.0,23.0,0,0.0,30.01,8
25684,2016-12-07,1,0,0,0,3,0,0,1,2016,12,12,7,86.0,39.0,19.0,90,6.0,29.98,8
25685,2016-12-07,0,0,0,8,0,0,0,0,2016,12,13,7,90.0,36.0,15.0,0,0.0,29.92,1
25686,2016-12-07,1,0,0,2,0,0,0,1,2016,12,14,7,90.0,37.0,16.0,0,0.0,29.92,1
25687,2016-12-07,0,0,0,2,0,0,0,0,2016,12,15,7,90.0,39.0,17.0,0,0.0,29.89,1
25688,2016-12-07,2,0,1,7,0,0,0,0,2016,12,16,7,88.0,45.0,22.0,180,6.0,29.87,1
25689,2016-12-07,0,0,0,2,0,0,0,0,2016,12,17,7,86.0,43.0,22.0,180,7.0,29.87,1
25691,2016-12-07,0,1,0,3,0,0,0,0,2016,12,19,7,75.0,50.0,41.0,248,5.0,29.89,8
25692,2016-12-07,0,1,0,1,0,0,0,1,2016,12,20,7,75.0,52.0,44.0,248,5.0,29.92,8
25694,2016-12-07,0,0,0,0,0,0,0,0,2016,12,22,7,68.0,50.0,52.0,0,0.0,29.92,8
25695,2016-12-07,0,0,0,0,0,0,0,0,2016,12,23,7,66.0,52.0,60.0,0,0.0,29.92,8
25696,2016-12-08,0,0,0,0,0,0,0,0,2016,12,0,8,64.0,54.0,68.0,0,0.0,29.89,9
25697,2016-12-08,0,0,0,0,0,0,0,0,2016,12,1,8,64.0,54.0,68.0,0,0.0,29.89,9
25698,2016-12-08,0,0,0,0,0,0,0,0,2016,12,2,8,63.0,54.0,72.0,0,0.0,29.89,9
25699,2016-12-08,0,0,0,0,0,0,0,0,2016,12,3,8,63.0,54.0,72.0,0,0.0,29.87,9
25700,2016-12-08,0,0,0,0,0,0,0,0,2016,12,4,8,61.0,52.0,72.0,0,0.0,29.87,9
25701,2016-12-08,0,0,0,0,0,0,0,0,2016,12,5,8,61.0,50.0,68.0,0,0.0,29.87,9
25702,2016-12-08,0,0,0,0,0,0,0,0,2016,12,6,8,61.0,50.0,68.0,0,0.0,29.89,9
25703,2016-12-08,0,0,0,0,0,0,0,0,2016,12,7,8,59.0,48.0,67.0,0,0.0,29.92,9
25704,2016-12-08,1,0,0,4,0,0,0,0,2016,12,8,8,66.0,50.0,56.0,0,0.0,29.92,8
25705,2016-12-08,0,0,0,2,0,0,0,0,2016,12,9,8,70.0,50.0,49.0,0,0.0,29.95,8
25706,2016-12-08,0,1,1,0,3,0,0,0,2016,12,10,8,79.0,57.0,47.0,0,0.0,29.95,8
25707,2016-12-08,0,0,1,2,3,0,0,0,2016,12,11,8,81.0,61.0,51.0,0,0.0,29.95,8
25709,2016-12-08,1,0,1,1,0,0,0,0,2016,12,13,8,88.0,45.0,22.0,248,8.0,29.89,8
25710,2016-12-08,1,0,0,4,1,0,0,0,2016,12,14,8,88.0,46.0,24.0,248,9.0,29.87,1
25711,2016-12-08,0,0,0,7,0,0,0,0,2016,12,15,8,88.0,36.0,16.0,225,10.0,29.87,1
25712,2016-12-08,0,0,0,1,0,0,0,0,2016,12,16,8,86.0,46.0,25.0,248,6.0,29.84,1
25713,2016-12-08,0,0,1,0,0,0,0,0,2016,12,17,8,84.0,48.0,28.0,203,10.0,29.84,1
25714,2016-12-08,0,0,1,1,0,0,0,0,2016,12,18,8,79.0,59.0,51.0,203,7.0,29.87,1
25715,2016-12-08,0,0,0,3,0,0,0,0,2016,12,19,8,77.0,64.0,65.0,225,7.0,29.87,1
25716,2016-12-08,0,0,0,6,0,0,0,0,2016,12,20,8,73.0,64.0,73.0,203,5.0,29.89,1
25717,2016-12-08,0,0,0,0,0,0,0,0,2016,12,21,8,73.0,64.0,73.0,203,6.0,29.89,1
25719,2016-12-08,0,0,0,0,0,0,0,0,2016,12,23,8,72.0,66.0,83.0,248,7.0,29.89,1
25720,2016-12-09,0,0,0,0,0,0,0,0,2016,12,0,9,68.0,63.0,83.0,225,3.0,29.87,9
25721,2016-12-09,0,0,0,0,0,0,0,0,2016,12,1,9,68.0,63.0,83.0,225,3.0,29.87,9
25722,2016-12-09,0,0,0,0,0,0,0,0,2016,12,2,9,68.0,63.0,83.0,248,3.0,29.84,9
25723,2016-12-09,0,0,0,0,0,0,0,0,2016,12,3,9,68.0,63.0,83.0,0,0.0,29.84,9
25724,2016-12-09,0,0,0,0,0,0,0,0,2016,12,4,9,66.0,63.0,88.0,270,5.0,29.84,9
25725,2016-12-09,0,0,0,0,0,0,0,0,2016,12,5,9,66.0,63.0,88.0,0,0.0,29.81,9
25726,2016-12-09,0,0,0,0,0,0,0,0,2016,12,6,9,64.0,61.0,88.0,0,0.0,29.84,23
25727,2016-12-09,0,0,0,0,0,0,0,0,2016,12,7,9,64.0,63.0,94.0,23,5.0,29.84,23
25728,2016-12-09,0,0,0,4,0,0,0,0,2016,12,8,9,64.0,63.0,94.0,0,0.0,29.87,23
25729,2016-12-09,0,0,0,0,0,0,0,0,2016,12,9,9,70.0,64.0,83.0,180,6.0,29.87,23
25730,2016-12-09,0,0,0,3,0,0,0,0,2016,12,10,9,79.0,68.0,69.0,0,0.0,29.89,9
25731,2016-12-09,0,0,1,1,0,0,0,0,2016,12,11,9,81.0,64.0,58.0,270,5.0,29.89,8
25732,2016-12-09,0,0,1,3,0,0,0,0,2016,12,12,9,84.0,66.0,55.0,225,7.0,29.87,4
25733,2016-12-09,1,0,1,1,0,0,0,1,2016,12,13,9,84.0,64.0,51.0,203,7.0,29.84,5
25734,2016-12-09,0,1,0,1,0,0,0,0,2016,12,14,9,84.0,64.0,51.0,225,7.0,29.81,4
25735,2016-12-09,0,0,0,4,1,0,0,0,2016,12,15,9,84.0,64.0,51.0,225,9.0,29.78,4
25736,2016-12-09,0,0,0,5,0,0,0,0,2016,12,16,9,82.0,64.0,54.0,225,9.0,29.78,1
25737,2016-12-09,1,0,0,4,0,0,0,0,2016,12,17,9,81.0,64.0,58.0,203,8.0,29.78,1
25738,2016-12-09,0,0,0,4,0,0,0,0,2016,12,18,9,79.0,66.0,65.0,248,7.0,29.78,4
25739,2016-12-09,1,0,0,4,1,0,0,1,2016,12,19,9,77.0,66.0,69.0,270,6.0,29.81,4
25743,2016-12-09,0,0,0,0,0,0,0,0,2016,12,23,9,77.0,68.0,74.0,248,7.0,29.84,1
25744,2016-12-10,0,0,0,0,0,0,0,0,2016,12,0,10,75.0,68.0,78.0,225,9.0,29.81,9
25745,2016-12-10,0,0,0,0,0,0,0,0,2016,12,1,10,73.0,68.0,83.0,248,7.0,29.81,9
25746,2016-12-10,0,0,0,0,0,0,0,0,2016,12,2,10,75.0,68.0,78.0,248,6.0,29.81,9
25747,2016-12-10,0,0,0,0,0,0,0,0,2016,12,3,10,73.0,66.0,78.0,248,6.0,29.78,9
25748,2016-12-10,0,0,0,0,0,0,0,0,2016,12,4,10,72.0,68.0,88.0,248,3.0,29.78,9
25749,2016-12-10,0,0,0,0,0,0,0,0,2016,12,5,10,72.0,66.0,83.0,248,7.0,29.78,9
25750,2016-12-10,0,0,0,0,0,0,0,0,2016,12,6,10,72.0,66.0,83.0,248,6.0,29.81,9
25751,2016-12-10,0,0,0,0,0,0,0,0,2016,12,7,10,72.0,66.0,83.0,225,6.0,29.81,9
25752,2016-12-10,0,0,2,3,0,0,0,1,2016,12,8,10,70.0,66.0,88.0,248,5.0,29.84,9
25753,2016-12-10,1,0,2,2,0,0,0,0,2016,12,9,10,77.0,70.0,78.0,0,0.0,29.87,9
25754,2016-12-10,0,0,2,1,1,0,0,0,2016,12,10,10,81.0,68.0,65.0,225,6.0,29.87,9
25755,2016-12-10,0,0,0,3,0,0,5,0,2016,12,11,10,81.0,66.0,61.0,248,9.0,29.87,9
25756,2016-12-10,2,1,1,6,0,0,0,0,2016,12,12,10,82.0,63.0,51.0,225,9.0,29.87,5
25757,2016-12-10,1,0,1,1,0,0,0,0,2016,12,13,10,84.0,64.0,51.0,203,12.0,29.81,4
25758,2016-12-10,0,0,0,1,0,0,0,0,2016,12,14,10,84.0,64.0,51.0,225,8.0,29.78,4
25759,2016-12-10,0,0,2,0,0,0,0,0,2016,12,15,10,84.0,64.0,51.0,203,12.0,29.78,4
25760,2016-12-10,0,0,0,3,0,0,0,0,2016,12,16,10,84.0,66.0,55.0,248,13.0,29.78,4
25761,2016-12-10,0,0,0,4,0,0,5,0,2016,12,17,10,81.0,64.0,58.0,203,14.0,29.78,4
25762,2016-12-10,1,1,0,14,0,0,5,0,2016,12,18,10,79.0,64.0,61.0,180,8.0,29.81,4
25763,2016-12-10,2,1,0,5,0,0,0,0,2016,12,19,10,77.0,66.0,69.0,270,6.0,29.81,1
25764,2016-12-10,0,3,0,2,0,0,0,1,2016,12,20,10,77.0,68.0,74.0,270,6.0,29.84,1
25765,2016-12-10,0,0,0,0,0,0,0,0,2016,12,21,10,75.0,68.0,78.0,248,7.0,29.84,1
25766,2016-12-10,0,0,0,0,0,0,0,0,2016,12,22,10,75.0,68.0,78.0,293,3.0,29.87,8
25767,2016-12-10,0,0,0,0,0,0,0,0,2016,12,23,10,73.0,68.0,83.0,225,9.0,29.84,9
25768,2016-12-11,0,0,0,0,0,0,0,0,2016,12,0,11,73.0,68.0,83.0,225,5.0,29.84,9
25769,2016-12-11,0,0,0,0,0,0,0,0,2016,12,1,11,73.0,68.0,83.0,248,5.0,29.84,9
25770,2016-12-11,0,0,0,0,0,0,0,0,2016,12,2,11,70.0,66.0,88.0,0,0.0,29.84,23
25771,2016-12-11,0,0,0,0,0,0,0,0,2016,12,3,11,68.0,64.0,88.0,68,3.0,29.84,23
25772,2016-12-11,0,0,0,0,0,0,0,0,2016,12,4,11,66.0,64.0,94.0,0,0.0,29.81,23
25773,2016-12-11,0,0,0,0,0,0,0,0,2016,12,5,11,66.0,63.0,88.0,0,0.0,29.81,23
25774,2016-12-11,0,0,0,0,0,0,0,0,2016,12,6,11,64.0,63.0,94.0,0,0.0,29.84,23
25775,2016-12-11,0,0,0,0,0,0,0,0,2016,12,7,11,66.0,64.0,94.0,68,9.0,29.87,23
25776,2016-12-11,0,1,1,0,0,0,0,0,2016,12,8,11,66.0,63.0,88.0,45,10.0,29.89,23
25777,2016-12-11,1,0,0,5,1,0,0,0,2016,12,9,11,70.0,63.0,78.0,23,8.0,29.89,9
