index,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Condition_int
22120,7/12/2016,0,0,0,0,0,0,0,0,84,77,79,WSW,12,0,29.42,0,Mostly Cloudy,3
22121,7/12/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.42,0,Mostly Cloudy,3
22123,7/12/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,10,0,29.39,0,Partly Cloudy,2
22124,7/12/2016,0,0,0,0,0,0,0,0,84,77,79,SW,6,0,29.39,0,Partly Cloudy,2
22125,7/12/2016,0,0,0,0,0,0,0,0,84,77,79,SW,7,0,29.39,0,Mostly Cloudy,3
22126,7/12/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,8,0,29.42,0,Mostly Cloudy,3
22127,7/12/2016,0,0,0,0,0,0,0,0,84,75,74,SW,5,0,29.42,0,Mostly Cloudy,3
22128,7/12/2016,0,0,0,0,1,0,0,0,86,77,74,WSW,6,0,29.42,0,Mostly Cloudy,3
22129,7/12/2016,1,0,1,0,6,0,0,0,88,75,66,WSW,8,0,29.42,0,Mostly Cloudy,3
22130,7/12/2016,0,0,0,1,0,0,0,0,88,75,66,WSW,7,0,0,0,Mostly Cloudy,3
22131,7/12/2016,0,0,0,2,1,0,3,2,88,75,66,SW,10,0,0,0,Mostly Cloudy,3
22132,7/12/2016,0,0,0,3,0,0,0,0,90,73,59,WSW,10,0,0,0,Cloudy,18
22133,7/12/2016,0,0,1,5,0,0,0,0,91,73,55,SSW,9,0,0,0,Cloudy,18
22134,7/12/2016,0,1,1,1,3,0,0,0,91,75,59,SSW,15,0,0,0,Cloudy,18
22135,7/12/2016,0,0,0,0,0,0,0,0,91,73,55,SW,7,0,0,0,Mostly Cloudy,3
22136,7/12/2016,0,0,0,4,0,0,0,0,90,73,59,SSW,9,0,29.39,0,Mostly Cloudy,3
22137,7/12/2016,0,0,0,1,0,0,0,0,90,73,59,SW,9,0,29.36,0,Mostly Cloudy,3
22139,7/12/2016,1,0,0,3,1,0,0,0,86,77,74,SSW,14,0,29.39,0,Mostly Cloudy,3
22140,7/12/2016,2,1,0,3,0,0,0,1,86,75,70,SSW,7,0,29.42,0,Mostly Cloudy,3
22141,7/12/2016,1,0,1,2,2,0,0,0,86,75,70,SSW,7,0,29.42,0,Mostly Cloudy,3
22142,7/12/2016,0,0,0,0,0,0,0,0,86,75,70,SW,7,0,29.42,0,Mostly Cloudy,3
22143,7/12/2016,0,0,0,0,0,0,0,0,84,77,79,SW,7,0,29.45,0,Mostly Cloudy,3
22144,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,8,0,29.45,0,Mostly Cloudy,3
22145,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.45,0,Mostly Cloudy,3
22146,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SW,10,0,29.45,0,Mostly Cloudy,3
22147,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,12,0,29.42,0,Mostly Cloudy,3
22148,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,6,0,29.42,0,Mostly Cloudy,3
22149,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,SW,6,0,29.42,0,Mostly Cloudy,3
22150,7/13/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,7,0,29.42,0,Mostly Cloudy,3
22151,7/13/2016,0,0,0,0,0,0,0,0,84,77,79,SW,7,0,29.45,0,Mostly Cloudy,3
22152,7/13/2016,1,0,3,4,4,0,0,2,86,75,70,SW,6,0,29.45,0,Partly Cloudy,2
22153,7/13/2016,1,0,2,3,1,0,0,0,88,75,66,SW,5,0,29.45,0,Mostly Cloudy,3
22154,7/13/2016,1,2,0,0,0,0,0,0,90,73,59,WSW,8,0,29.45,0,Mostly Cloudy,3
22155,7/13/2016,0,1,0,2,2,0,0,0,91,73,55,WSW,6,0,29.45,0,Mostly Cloudy,3
22156,7/13/2016,0,1,0,0,0,0,0,0,91,73,55,SSW,7,0,29.42,0,Mostly Cloudy,3
22157,7/13/2016,0,0,0,3,0,0,0,0,91,73,55,SSW,10,0,29.42,0,Mostly Cloudy,3
22158,7/13/2016,0,0,0,5,0,0,0,0,93,73,52,SSW,12,0,29.39,0,Partly Cloudy,2
22165,7/13/2016,1,1,0,3,0,0,0,0,86,75,70,SSW,10,0,29.45,0,Mostly Cloudy,3
22166,7/13/2016,0,0,0,0,0,0,0,0,86,75,70,SSW,10,0,29.45,0,Mostly Cloudy,3
22167,7/13/2016,0,0,0,0,0,0,0,0,86,75,70,SSW,9,0,29.48,0,Mostly Cloudy,3
22168,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,SW,5,0,29.45,0,Mostly Cloudy,3
22169,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,SW,7,0,29.42,0,Mostly Cloudy,3
22170,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,SW,7,0,29.39,0,Mostly Cloudy,3
22171,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,8,0,29.39,0,Mostly Cloudy,3
22172,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,8,0,29.39,0,Mostly Cloudy,3
22173,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,10,0,29.39,0,Mostly Cloudy,3
22174,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,8,0,29.42,0,Mostly Cloudy,3
22175,7/14/2016,0,0,0,0,0,0,0,0,84,75,74,SW,8,0,29.45,0,Mostly Cloudy,3
22176,7/14/2016,0,0,1,1,0,0,3,0,86,77,74,WSW,7,0,29.45,0,Mostly Cloudy,3
22177,7/14/2016,0,0,1,1,1,0,0,0,88,77,70,WSW,7,0,29.45,0,Mostly Cloudy,3
22178,7/14/2016,0,0,0,0,0,0,0,0,88,75,66,SW,10,0,29.45,0,Mostly Cloudy,3
22179,7/14/2016,1,0,0,0,0,0,0,1,90,75,62,SW,12,0,29.45,0,Mostly Cloudy,3
22180,7/14/2016,0,0,3,2,0,0,0,0,91,73,55,SSW,9,0,29.45,0,Mostly Cloudy,3
22181,7/14/2016,0,0,0,0,0,0,0,0,93,73,52,SSW,9,0,0,0,Mostly Cloudy,3
22184,7/14/2016,0,0,0,3,0,0,0,0,91,73,55,SSW,14,0,29.39,0,Partly Cloudy,2
22185,7/14/2016,0,0,0,1,0,0,0,0,90,73,59,SSW,14,0,29.39,0,Partly Cloudy,2
22186,7/14/2016,0,0,0,0,0,0,0,0,90,73,59,SSW,15,0,29.39,0,Partly Cloudy,2
22187,7/14/2016,0,0,0,0,0,0,0,1,88,73,62,SSW,15,0,29.42,0,Partly Cloudy,2
22188,7/14/2016,1,0,0,1,1,0,0,0,86,73,66,SSW,17,0,29.42,0,Haze,6
22189,7/14/2016,0,0,0,1,0,0,0,0,86,72,62,SSW,14,0,29.45,0,Haze,6
22190,7/14/2016,0,0,0,0,0,0,0,0,86,75,70,SSW,13,0,29.45,0,Haze,6
22191,7/14/2016,0,0,0,0,0,0,0,0,86,75,70,SSW,8,0,29.45,0,Haze,6
22192,7/15/2016,0,0,0,0,0,0,0,0,86,75,70,SSW,9,0,29.45,0,Haze,6
22193,7/15/2016,0,0,0,0,0,0,0,0,86,75,70,SW,9,0,29.45,0,Haze,6
22194,7/15/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.42,0,Haze,6
22195,7/15/2016,0,0,0,0,0,0,0,0,84,75,74,SW,9,0,29.42,0,Haze,6
22196,7/15/2016,0,0,0,0,0,0,0,0,84,73,70,SW,9,0,29.42,0,Fair,0
22197,7/15/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,9,0,0,0,Fair,0
22198,7/15/2016,0,0,0,0,0,0,0,0,84,75,74,SW,7,0,29.45,0,Fair,0
22199,7/15/2016,0,0,0,0,0,0,0,0,84,75,74,SW,10,0,29.45,0,Partly Cloudy,2
22200,7/15/2016,0,0,0,3,0,0,0,0,86,75,70,SSW,15,0,29.48,0,Partly Cloudy,2
22201,7/15/2016,0,1,1,2,0,0,0,0,86,75,70,SW,12,0,29.48,0,Mostly Cloudy,3
22202,7/15/2016,0,0,0,0,0,0,0,0,88,75,66,SW,14,0,29.48,0,Mostly Cloudy,3
22203,7/15/2016,0,0,0,1,0,0,0,0,90,73,59,W,12,0,29.48,0,Mostly Cloudy,3
22204,7/15/2016,2,0,1,1,1,0,0,0,90,73,59,SW,13,0,29.45,0,Mostly Cloudy,3
22205,7/15/2016,0,1,0,0,1,0,0,0,90,73,59,WSW,12,0,29.45,0,Mostly Cloudy,3
22206,7/15/2016,0,0,0,2,0,0,0,0,91,72,52,W,12,0,29.42,0,Mostly Cloudy,3
22207,7/15/2016,0,1,0,0,1,0,0,0,91,72,52,SW,12,0,29.42,0,Mostly Cloudy,3
22208,7/15/2016,1,0,0,0,0,0,0,1,90,73,59,SSW,17,0,29.42,0,Mostly Cloudy,3
22209,7/15/2016,0,0,0,0,1,0,0,0,90,73,59,S,17,0,29.42,0,Mostly Cloudy,3
22210,7/15/2016,0,1,0,4,0,0,0,1,90,75,62,SW,16,0,29.39,0,Mostly Cloudy,3
22211,7/15/2016,0,2,0,0,0,0,0,0,88,73,62,SW,13,0,29.42,0,Mostly Cloudy,3
22213,7/15/2016,0,0,0,1,0,0,0,0,86,75,70,SW,15,0,29.45,0,Mostly Cloudy,3
22214,7/15/2016,0,0,0,0,0,0,0,0,86,73,66,SW,12,0,29.45,0,Mostly Cloudy,3
22215,7/15/2016,0,0,0,0,0,0,0,0,86,75,70,SW,12,0,29.45,0,Mostly Cloudy,3
22216,7/16/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,8,0,29.48,0,Mostly Cloudy,3
22217,7/16/2016,0,0,0,0,0,0,0,0,84,73,70,SW,12,0,29.42,0,Mostly Cloudy,3
22218,7/16/2016,0,0,0,0,0,0,0,0,84,75,74,SSW,16,0,29.42,0,Mostly Cloudy,3
22219,7/16/2016,0,0,0,0,0,0,0,0,82,75,79,SSW,8,0,29.42,0,Drizzle,14
22220,7/16/2016,0,0,0,0,0,0,0,0,84,75,74,SW,9,0,29.42,0,Mostly Cloudy,3
22221,7/16/2016,0,0,0,0,0,0,0,0,84,75,74,S,8,0,29.42,0,Mostly Cloudy,3
22223,7/16/2016,0,0,0,0,0,0,0,0,84,75,74,SW,8,0,29.42,0,Mostly Cloudy,3
22224,7/16/2016,1,0,0,3,0,0,0,0,84,75,74,SW,12,0,29.45,0,Cloudy,18
22225,7/16/2016,1,0,0,1,0,0,0,0,86,75,70,SW,12,0,29.45,0,Cloudy,18
22226,7/16/2016,1,0,0,4,0,0,0,1,86,75,70,WSW,16,0,29.45,0,Cloudy,18
22227,7/16/2016,1,1,0,1,0,0,0,2,88,75,66,SW,12,0,29.45,0,Cloudy,18
22228,7/16/2016,0,0,0,1,2,0,0,2,88,75,66,SW,12,0,29.45,0,Cloudy,18
22229,7/16/2016,1,0,0,1,0,0,0,0,90,73,59,SW,16,0,29.42,0,Mostly Cloudy,3
22230,7/16/2016,0,0,0,2,0,0,0,0,88,75,66,SW,14,0,29.42,0,Mostly Cloudy,3
22231,7/16/2016,0,1,0,3,0,0,1,0,90,73,59,SW,12,0,29.39,0,Mostly Cloudy,3
22232,7/16/2016,0,0,0,1,0,0,0,1,90,75,62,SSW,14,0,29.39,0,Mostly Cloudy,3
22233,7/16/2016,1,1,0,2,0,0,0,0,90,75,62,SSW,12,0,29.39,0,Smoke,7
22234,7/16/2016,0,1,2,1,0,0,0,0,88,75,66,SSW,13,0,29.39,0,Smoke,7
22235,7/16/2016,2,1,1,1,4,0,0,0,86,75,70,SSW,8,0,29.45,0,Smoke,7
22236,7/16/2016,1,1,0,2,0,0,0,2,86,75,70,SSW,13,0,29.45,0,Smoke,7
22240,7/17/2016,0,0,0,0,0,0,0,0,86,73,66,SSW,16,0,29.54,0,Partly Cloudy,2
22241,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,9,0,29.48,0,Mostly Cloudy,3
22242,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,14,0,29.48,0,Mostly Cloudy,3
22243,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.45,0,Mostly Cloudy,3
22244,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,8,0,29.45,0,Mostly Cloudy,3
22245,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,8,0,29.45,0,Mostly Cloudy,3
22246,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,7,0,29.48,0,Mostly Cloudy,3
22247,7/17/2016,0,0,0,0,0,0,0,0,84,75,74,SW,9,0,29.48,0,Mostly Cloudy,3
22248,7/17/2016,1,0,0,0,0,0,0,0,86,75,70,SW,12,0,29.51,0,Mostly Cloudy,3
22249,7/17/2016,0,0,0,1,0,0,0,0,88,75,66,W,13,0,29.51,0,Mostly Cloudy,3
22250,7/17/2016,0,0,1,1,0,0,0,1,90,73,59,W,8,0,29.51,0,Mostly Cloudy,3
22251,7/17/2016,1,0,0,6,1,0,0,0,91,70,49,SW,12,0,29.51,0,Mostly Cloudy,3
22252,7/17/2016,2,0,0,0,0,0,0,0,91,72,52,SSW,12,0,29.51,0,Mostly Cloudy,3
22253,7/17/2016,0,0,0,6,0,0,0,1,93,72,49,WSW,9,0,29.51,0,Partly Cloudy,2
22254,7/17/2016,1,0,0,0,0,0,0,0,93,70,46,SSW,7,0,29.48,0,Mostly Cloudy,3
22255,7/17/2016,1,1,0,2,0,0,1,0,93,72,49,SSW,8,0,29.48,0,Mostly Cloudy,3
22256,7/17/2016,0,1,0,0,0,0,0,1,91,72,52,SSW,10,0,29.48,0,Mostly Cloudy,3
22257,7/17/2016,0,1,1,1,0,0,0,0,91,72,52,SSW,14,0,29.45,0,Mostly Cloudy,3
22259,7/17/2016,0,0,1,1,0,0,5,1,88,73,62,SW,16,0,29.48,0,Mostly Cloudy,3
22260,7/17/2016,1,0,0,4,1,0,0,0,86,73,66,SSW,14,0,29.48,0,Mostly Cloudy,3
22261,7/17/2016,0,0,0,0,0,0,0,0,86,73,66,SW,14,0,29.51,0,Mostly Cloudy,3
22262,7/17/2016,0,0,0,0,0,0,0,0,86,73,66,SW,14,0,29.54,0,Mostly Cloudy,3
22263,7/17/2016,0,0,0,0,0,0,0,0,86,73,66,SW,16,0,29.54,0,Mostly Cloudy,3
22264,7/18/2016,0,0,0,0,0,0,0,0,86,73,66,SSW,12,0,29.54,0,Partly Cloudy,2
22265,7/18/2016,0,0,0,0,0,0,0,0,86,73,66,SW,13,0,29.54,0,Mostly Cloudy,3
22266,7/18/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,12,0,29.51,0,Mostly Cloudy,3
22267,7/18/2016,0,0,0,0,0,0,0,0,84,73,70,SW,12,0,29.51,0,Mostly Cloudy,3
22268,7/18/2016,0,0,0,0,0,0,0,0,81,77,89,SW,12,0,29.51,0,Light Rain,12
22269,7/18/2016,0,0,0,0,0,0,0,0,82,77,84,WSW,10,0,29.51,0,Cloudy,18
22270,7/18/2016,0,0,0,0,0,0,0,0,82,75,79,WSW,12,0,29.51,0,Cloudy,18
22271,7/18/2016,0,0,0,0,0,0,0,0,82,77,84,SW,14,0,29.51,0,Drizzle,14
22272,7/18/2016,0,0,0,3,0,0,0,0,84,77,79,SW,12,0,29.54,0,Mostly Cloudy,3
22273,7/18/2016,0,0,0,2,0,0,0,0,84,77,79,SW,12,0,29.54,0,Cloudy,18
22274,7/18/2016,0,0,0,0,0,0,0,0,86,75,70,SW,14,0,29.54,0,Mostly Cloudy,3
22275,7/18/2016,2,0,3,6,0,0,1,1,88,75,66,SW,13,0,29.54,0,Mostly Cloudy,3
22276,7/18/2016,2,0,2,1,0,0,0,0,88,75,66,WSW,12,0,29.54,0,Mostly Cloudy,3
22277,7/18/2016,0,0,0,0,0,0,0,0,88,73,62,WSW,12,0,29.54,0,Mostly Cloudy,3
22278,7/18/2016,1,2,0,0,1,0,1,0,88,73,62,WSW,16,0,29.54,0,Smoke,7
22279,7/18/2016,1,0,1,2,0,0,1,2,88,75,66,SW,16,0,29.51,0,Smoke,7
22280,7/18/2016,0,0,0,1,0,0,0,0,86,75,70,WSW,16,0,29.51,0,Smoke,7
22281,7/18/2016,0,0,0,4,1,0,0,0,86,75,70,SW,21,0,29.48,0,Smoke / Windy,24
22282,7/18/2016,0,0,1,0,0,0,0,0,86,73,66,SW,17,0,29.48,0,Smoke,7
22283,7/18/2016,0,0,0,2,0,0,0,0,86,73,66,SW,17,0,29.48,0,Smoke,7
22284,7/18/2016,0,0,0,1,0,0,0,0,84,75,74,SW,14,0,29.51,0,Smoke,7
22285,7/18/2016,0,0,1,3,0,0,0,1,84,75,74,SW,14,0,29.54,0,Smoke,7
22286,7/18/2016,0,0,0,0,0,0,0,0,84,73,70,SW,9,0,29.57,0,Drizzle,14
22287,7/18/2016,0,0,0,0,0,0,0,0,84,73,70,SW,14,0,29.54,0,Smoke,7
22288,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,10,0,29.54,0,Smoke,7
22289,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,13,0,29.54,0,Partly Cloudy,2
22290,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,17,0,29.54,0,Partly Cloudy,2
22291,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,17,0,29.51,0,Partly Cloudy,2
22292,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,13,0,29.51,0,Partly Cloudy,2
22293,7/19/2016,0,0,0,0,0,0,0,0,84,72,66,WSW,10,0,29.51,0,Partly Cloudy,2
22295,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,W,12,0,29.54,0,Mostly Cloudy,3
22296,7/19/2016,0,0,2,1,5,0,1,0,84,72,66,WSW,16,0,29.57,0,Mostly Cloudy,3
22297,7/19/2016,1,0,0,0,0,0,0,0,84,73,70,WSW,16,0,29.57,0,Mostly Cloudy,3
22299,7/19/2016,0,0,0,0,0,0,0,1,86,73,66,WSW,14,0,29.57,0,Mostly Cloudy,3
22301,7/19/2016,2,0,0,2,0,0,0,1,88,72,58,W,10,0,29.54,0,Cloudy,18
22302,7/19/2016,0,0,0,2,0,0,0,0,90,70,52,SSW,17,0,29.54,0,Cloudy,18
22303,7/19/2016,1,0,0,0,0,0,0,0,90,72,55,WSW,15,0,29.51,0,Mostly Cloudy,3
22304,7/19/2016,0,0,0,3,0,0,0,0,90,72,55,WSW,16,0,29.51,0,Mostly Cloudy,3
22307,7/19/2016,1,1,0,1,0,0,0,0,86,72,62,WSW,17,0,29.51,0,Mostly Cloudy,3
22309,7/19/2016,1,0,0,0,0,0,0,0,84,73,70,SW,8,0,29.57,0,Cloudy,18
22310,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,SW,14,0,29.57,0,Cloudy,18
22311,7/19/2016,0,0,0,0,0,0,0,0,84,73,70,SW,13,0,29.57,0,Mostly Cloudy,3
22312,7/20/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,15,0,29.57,0,Mostly Cloudy,3
22313,7/20/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,14,0,29.54,0,Mostly Cloudy,3
22314,7/20/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,18,0,29.54,0,Mostly Cloudy,3
22315,7/20/2016,0,0,0,0,0,0,0,0,82,73,74,W,18,0,29.54,0,Drizzle,14
22316,7/20/2016,0,0,0,0,0,0,0,0,82,75,79,SW,16,0,29.54,0,Smoke,7
22317,7/20/2016,0,0,0,0,0,0,0,0,82,75,79,WSW,16,0,29.51,0,Smoke,7
22318,7/20/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,17,0,29.54,0,Smoke,7
22319,7/20/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,20,0,29.54,0,Smoke,7
22320,7/20/2016,0,0,1,1,2,0,0,0,84,75,74,WSW,18,0,29.57,0,Smoke,7
22321,7/20/2016,1,0,0,5,0,0,0,0,86,75,70,WSW,18,0,29.57,0,Smoke,7
22322,7/20/2016,2,0,1,1,0,0,0,0,86,75,70,WSW,14,0,29.57,0,Mostly Cloudy,3
22323,7/20/2016,0,1,0,1,0,0,0,0,88,75,66,WSW,18,0,29.57,0,Mostly Cloudy,3
22324,7/20/2016,0,1,1,2,2,0,0,1,86,77,74,WSW,23,0,29.57,0,Light Drizzle / Windy,31
22325,7/20/2016,1,0,0,0,1,0,0,0,88,75,66,SW,17,0,29.54,0,Mostly Cloudy,3
22326,7/20/2016,0,0,0,0,0,0,0,1,90,73,59,SW,17,0,29.54,0,Mostly Cloudy,3
22327,7/20/2016,1,0,0,1,1,0,0,1,90,73,59,WSW,17,0,29.51,0,Mostly Cloudy,3
22331,7/20/2016,1,0,1,2,0,0,0,0,86,73,66,SW,12,0,29.51,0,Mostly Cloudy,3
22332,7/20/2016,1,0,0,5,0,0,0,0,86,75,70,SW,20,0,29.51,0,Light Drizzle,26
22333,7/20/2016,2,0,1,1,0,0,5,0,84,75,74,SW,18,0,29.54,0,Drizzle,14
22334,7/20/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,14,0,29.54,0,Mostly Cloudy,3
22335,7/20/2016,0,0,0,0,0,0,0,0,84,73,70,SW,13,0,29.54,0,Mostly Cloudy,3
22336,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.51,0,Mostly Cloudy,3
22337,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,14,0,29.51,0,Mostly Cloudy,3
22338,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,15,0,29.51,0,Mostly Cloudy,3
22339,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,12,0,29.51,0,Mostly Cloudy,3
22340,7/21/2016,0,0,0,0,0,0,0,0,84,73,70,WSW,15,0,29.48,0,Mostly Cloudy,3
22341,7/21/2016,0,0,0,0,0,0,0,0,84,73,70,SW,10,0,29.48,0,Mostly Cloudy,3
22342,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,9,0,29.51,0,Mostly Cloudy,3
22343,7/21/2016,0,1,0,0,0,0,0,0,84,75,74,WSW,9,0,29.51,0,Cloudy,18
22344,7/21/2016,0,0,0,1,0,0,0,0,84,75,74,SW,14,0,29.51,0,Smoke,7
22345,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.51,0,Cloudy,18
22346,7/21/2016,1,0,1,4,4,0,0,0,84,75,74,SW,12,0,29.51,0,Smoke,7
22347,7/21/2016,0,0,0,1,0,0,1,0,88,73,62,SW,12,0,29.51,0,Cloudy,18
22348,7/21/2016,1,0,0,0,0,0,0,0,88,75,66,SW,14,0,29.51,0,Mostly Cloudy,3
22349,7/21/2016,0,0,0,1,1,0,0,0,90,73,59,SW,18,0,29.48,0,Mostly Cloudy,3
22350,7/21/2016,0,0,0,0,0,0,0,1,91,73,55,SW,17,0,29.48,0,Mostly Cloudy,3
22351,7/21/2016,1,0,0,2,3,0,0,0,90,75,62,SW,14,0,29.45,0,Mostly Cloudy,3
22352,7/21/2016,0,0,0,0,3,0,0,0,88,75,66,SW,17,0,29.45,0,Mostly Cloudy,3
22353,7/21/2016,0,0,0,4,2,0,0,0,88,75,66,SW,16,0,29.45,0,Mostly Cloudy,3
22354,7/21/2016,0,0,1,1,0,0,0,0,86,73,66,SW,15,0,29.45,0,Mostly Cloudy,3
22355,7/21/2016,0,2,1,2,2,0,0,1,86,75,70,W,16,0,29.45,0,Mostly Cloudy,3
22356,7/21/2016,1,2,1,0,0,0,0,0,84,75,74,SW,15,0,29.48,0,Drizzle,14
22357,7/21/2016,1,0,0,1,0,0,0,0,84,75,74,SW,12,0,29.48,0,Mostly Cloudy,3
22358,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,SW,15,0,29.51,0,Mostly Cloudy,3
22359,7/21/2016,0,0,0,0,0,0,0,0,84,75,74,SW,13,0,29.51,0,Mostly Cloudy,3
22360,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,SW,14,0,29.51,0,Mostly Cloudy,3
22361,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,SW,17,0,29.48,0,Mostly Cloudy,3
22362,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,SW,12,0,29.48,0,Mostly Cloudy,3
22363,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,12,0,29.45,0,Mostly Cloudy,3
22364,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,SW,14,0,29.45,0,Mostly Cloudy,3
22365,7/22/2016,0,0,0,0,0,0,0,0,84,77,79,SW,13,0,29.45,0,Mostly Cloudy,3
22366,7/22/2016,0,0,0,0,0,0,0,0,84,77,79,SW,14,0,29.45,0,Mostly Cloudy,3
22368,7/22/2016,0,0,0,1,0,0,0,0,84,75,74,SW,12,0,29.48,0,Mostly Cloudy,3
22369,7/22/2016,0,0,2,0,0,0,0,0,86,75,70,WSW,13,0,29.48,0,Mostly Cloudy,3
22370,7/22/2016,0,0,1,1,1,0,0,1,88,75,66,WSW,13,0,29.48,0,Mostly Cloudy,3
22371,7/22/2016,0,0,0,0,0,0,0,1,88,75,66,WSW,12,0,29.45,0,Mostly Cloudy,3
22372,7/22/2016,0,0,0,0,0,0,0,0,90,75,62,WSW,10,0,29.45,0,Mostly Cloudy,3
22373,7/22/2016,0,0,0,2,0,0,0,0,90,73,59,SW,17,0,29.45,0,Mostly Cloudy,3
22374,7/22/2016,0,0,0,0,0,0,0,0,90,73,59,WSW,14,0,29.42,0,Mostly Cloudy,3
22376,7/22/2016,0,0,0,0,0,0,0,0,88,75,66,SSW,16,0,0,0,Mostly Cloudy,3
22377,7/22/2016,0,0,0,1,0,0,0,0,88,75,66,SW,14,0,0,0,Mostly Cloudy,3
22378,7/22/2016,2,0,2,2,2,0,0,0,86,75,70,SSW,17,0,0,0,Mostly Cloudy,3
22379,7/22/2016,0,0,0,1,0,0,0,0,84,75,74,SW,15,0,0,0,Mostly Cloudy,3
22380,7/22/2016,0,0,1,3,0,0,0,0,84,75,74,SSW,17,0,29.42,0,Mostly Cloudy,3
22381,7/22/2016,1,1,0,2,1,0,0,0,84,75,74,SSW,14,0,29.42,0,Mostly Cloudy,3
22382,7/22/2016,0,0,0,0,0,0,0,0,84,75,74,SW,16,0,29.45,0,Mostly Cloudy,3
22383,7/22/2016,0,0,0,0,0,0,0,0,84,73,70,SSW,16,0,29.45,0,Mostly Cloudy,3
22384,7/23/2016,0,0,0,0,0,0,0,0,84,75,74,WSW,14,0,29.45,0,Mostly Cloudy,3
22385,7/23/2016,0,0,0,0,0,0,0,0,84,73,70,SW,14,0,29.45,0,Mostly Cloudy,3
22386,7/23/2016,0,0,0,0,0,0,0,0,82,73,74,SW,9,0,29.45,0,Mostly Cloudy,3
22387,7/23/2016,0,0,0,0,0,0,0,0,82,73,74,WSW,12,0,29.42,0,Mostly Cloudy,3
22389,7/23/2016,0,0,0,0,0,0,0,0,82,75,79,WSW,10,0,29.42,0,Mostly Cloudy,3
22390,7/23/2016,0,0,0,0,0,0,0,0,82,75,79,SW,14,0,29.42,0,Mostly Cloudy,3
22391,7/23/2016,0,0,1,1,0,0,0,0,84,75,74,WSW,12,0,29.45,0,Mostly Cloudy,3
22393,7/23/2016,0,0,0,0,0,0,0,0,86,72,62,SW,12,0,29.48,0,Mostly Cloudy,3
22394,7/23/2016,0,2,0,2,0,0,0,0,88,72,58,SW,12,0,29.48,0,Mostly Cloudy,3
22395,7/23/2016,0,0,0,0,0,0,0,0,88,72,58,SW,12,0,29.48,0,Mostly Cloudy,3
