,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
1030,6,2,3,24,5,0,5,0,80.10526316,50.21052632,40.73684211,7.631578947,235.8421053,29.85894737,2.684210526,2016,10,28,10/28/2016,2016-10-28,0
1031,15,5,6,78,23,0,9,5,77.375,63.875,65.33333333,3.75,97.625,29.79125,2.958333333,2016,10,29,10/29/2016,2016-10-29,0
1032,4,9,5,72,5,0,0,2,79.43478261,57.08695652,53.86956522,3.608695652,100.8695652,29.86478261,5.956521739,2016,10,30,10/30/2016,2016-10-30,0
1033,2,1,3,35,4,0,17,5,80.47826087,50.69565217,40.30434783,4.347826087,124.3913043,29.92652174,4.0,2016,10,31,10/31/2016,2016-10-31,0
1034,2,1,3,22,12,0,6,3,81.59090909,45.22727273,30.45454545,3.863636364,80.90909091,29.91727273,4.363636364,2016,11,1,11/1/2016,2016-11-01,0
1035,3,3,4,42,1,0,2,3,80.82608696,47.47826087,35.34782609,4.130434783,81.26086957,29.89130435,5.173913043,2016,11,2,11/2/2016,2016-11-02,0
1036,1,1,1,29,3,0,0,1,80.80952381,40.42857143,27.04761905,3.095238095,134.0952381,29.90857143,7.0,2016,11,3,11/3/2016,2016-11-03,0
1037,8,3,2,23,14,1,6,4,80.43478261,42.39130435,28.91304348,6.826086957,214.4347826,29.85652174,5.565217391,2016,11,4,11/4/2016,2016-11-04,0
1038,7,2,6,35,9,0,0,2,80.125,48.5,41.125,4.791666667,144.4166667,28.53541667,6.041666667,2016,11,5,11/5/2016,2016-11-05,0
1039,8,2,3,41,3,2,11,5,77.26086957,60.13043478,57.34782609,3.304347826,106.7826087,29.80478261,6.47826087,2016,11,6,11/6/2016,2016-11-06,0
1040,5,2,6,35,9,0,5,1,76.54166667,67.25,66.29166667,2.958333333,97.625,29.87458333,8.958333333,2016,11,7,11/7/2016,2016-11-07,0
1041,7,2,8,20,19,2,8,3,75.58333333,60.25,65.125,4.375,118.25,28.65166667,10.75,2016,11,8,11/8/2016,2016-11-08,0
1042,2,4,1,21,17,0,4,0,76.2,62.45,65.7,4.05,147.55,29.907,7.45,2016,11,9,11/9/2016,2016-11-09,0
1043,7,6,7,31,5,2,12,3,76.375,64.25,69.125,4.708333333,156.7916667,29.87833333,10.20833333,2016,11,10,11/10/2016,2016-11-10,0
1044,10,1,4,32,6,0,1,1,78.40909091,59.40909091,57.36363636,3.227272727,71.63636364,29.83454545,9.772727273,2016,11,11,11/11/2016,2016-11-11,0
1045,8,3,7,57,10,0,1,1,72.375,37.41666667,34.95833333,7.708333333,49.83333333,29.89208333,3.666666667,2016,11,12,11/12/2016,2016-11-12,0
1046,6,11,3,59,0,0,5,1,72.625,30.16666667,20.29166667,10.375,31.20833333,29.9775,3.333333333,2016,11,13,11/13/2016,2016-11-13,0
1047,10,4,3,50,5,3,1,1,69.56521739,34.43478261,27.26086957,5.434782609,108.7391304,28.65565217,7.086956522,2016,11,14,11/14/2016,2016-11-14,0
1048,5,0,4,26,17,5,5,1,71.47826087,44.04347826,40.82608696,2.565217391,85.17391304,29.91869565,6.391304348,2016,11,15,11/15/2016,2016-11-15,0
1049,4,3,3,35,5,0,10,1,73.59090909,38.59090909,32.86363636,3.590909091,85.04545455,29.93636364,4.272727273,2016,11,16,11/16/2016,2016-11-16,0
1050,3,2,4,40,0,0,1,1,74.54545455,35.72727273,27.95454545,7.772727273,82.04545455,29.96227273,5.318181818,2016,11,17,11/17/2016,2016-11-17,0
1051,1,3,6,27,7,1,2,2,72.54545455,42.68181818,37.68181818,5.090909091,150.5454545,29.91818182,6.363636364,2016,11,18,11/18/2016,2016-11-18,0
1052,5,2,4,35,3,0,3,2,73.33333333,60.875,66.33333333,4.916666667,127.6666667,29.815,5.208333333,2016,11,19,11/19/2016,2016-11-19,0
1053,7,3,5,25,3,0,0,2,76.41666667,65.70833333,71.75,6.625,216.625,29.80875,6.25,2016,11,20,11/20/2016,2016-11-20,0
1054,1,3,4,29,1,0,11,3,77.14285714,64.0,65.9047619,6.142857143,232.8095238,28.41857143,5.333333333,2016,11,21,11/21/2016,2016-11-21,0
1055,3,4,1,23,3,2,7,2,73.45833333,59.625,65.875,2.75,96.625,29.85416667,10.0,2016,11,22,11/22/2016,2016-11-22,0
1056,3,3,4,37,5,0,0,1,72.28571429,52.19047619,52.66666667,2.761904762,100.7619048,29.85238095,8.333333333,2016,11,23,11/23/2016,2016-11-23,0
1057,8,2,5,27,2,0,10,3,73.13636364,49.13636364,48.0,6.954545455,42.09090909,29.88636364,7.454545455,2016,11,24,11/24/2016,2016-11-24,0
1058,7,2,6,14,17,4,5,0,75.35,43.65,37.15,8.8,56.4,29.901,5.2,2016,11,25,11/25/2016,2016-11-25,0
1059,3,4,4,36,9,3,12,2,74.70833333,39.75,30.75,5.583333333,84.66666667,29.9,5.083333333,2016,11,26,11/26/2016,2016-11-26,0
1060,9,5,4,61,5,0,1,0,74.04166667,42.33333333,36.79166667,3.333333333,77.0,29.90125,6.25,2016,11,27,11/27/2016,2016-11-27,0
1061,5,1,2,23,5,0,12,0,72.95833333,47.0,42.33333333,2.666666667,118.2916667,29.88458333,5.375,2016,11,28,11/28/2016,2016-11-28,0
1062,5,5,3,36,6,2,0,0,72.82608696,56.39130435,59.08695652,4.217391304,146.8695652,29.87043478,5.0,2016,11,29,11/29/2016,2016-11-29,0
1063,1,2,2,14,8,0,6,0,74.45,62.6,69.8,2.6,102.55,29.8795,5.85,2016,11,30,11/30/2016,2016-11-30,0
1064,5,2,1,54,8,0,9,0,77.19047619,43.19047619,35.9047619,8.904761905,56.04761905,29.92666667,6.571428571,2016,12,1,12/1/2016,2016-12-01,0
1065,5,0,3,38,14,0,16,0,76.52380952,41.28571429,29.66666667,8.619047619,120.2380952,29.96428571,5.0,2016,12,2,12/2/2016,2016-12-02,0
1066,2,2,3,43,2,0,1,4,74.0,42.70833333,35.41666667,4.916666667,32.08333333,29.98,7.375,2016,12,3,12/3/2016,2016-12-03,0
1067,7,8,2,67,4,0,0,0,69.54545455,40.13636364,33.59090909,5.045454545,73.77272727,29.99636364,6.727272727,2016,12,4,12/4/2016,2016-12-04,0
1068,9,1,4,23,6,1,13,2,71.20833333,48.66666667,48.33333333,4.25,79.91666667,29.9575,7.75,2016,12,5,12/5/2016,2016-12-05,0
1069,5,2,1,21,0,0,4,0,68.27777778,56.94444444,70.44444444,2.666666667,42.66666667,29.92666667,14.11111111,2016,12,6,12/6/2016,2016-12-06,0
1070,4,3,1,34,8,3,0,3,73.66666667,48.19047619,47.38095238,3.428571429,61.14285714,29.93666667,6.714285714,2016,12,7,12/7/2016,2016-12-07,0
1071,3,1,5,31,7,0,0,0,72.72727273,53.27272727,55.36363636,3.409090909,102.4545455,29.89,5.5,2016,12,8,12/8/2016,2016-12-08,0
1072,3,1,3,34,2,0,0,2,74.19047619,64.14285714,72.47619048,4.619047619,167.2857143,29.83619048,9.095238095,2016,12,9,12/9/2016,2016-12-09,0
1073,7,6,10,45,1,0,15,2,77.0,66.375,71.08333333,7.375,227.1666667,29.81875,6.541666667,2016,12,10,12/10/2016,2016-12-10,0
1074,3,4,8,62,7,0,14,1,73.95833333,60.91666667,68.625,4.666666667,102.4166667,29.84541667,12.83333333,2016,12,11,12/11/2016,2016-12-11,0
1075,3,2,3,43,28,3,21,4,73.52173913,59.08695652,64.2173913,4.304347826,154.6956522,29.85043478,10.43478261,2016,12,12,12/12/2016,2016-12-12,1
1076,1,4,5,43,0,0,18,0,72.375,49.875,49.16666667,5.291666667,53.625,29.88083333,5.041666667,2016,12,13,12/13/2016,2016-12-13,0
1077,5,2,5,19,4,0,5,0,71.52631579,39.78947368,33.0,21.78947368,26.31578947,29.95473684,4.894736842,2016,12,14,12/14/2016,2016-12-14,0
1078,8,2,1,20,3,0,2,0,69.95238095,37.57142857,32.33333333,5.428571429,54.80952381,28.51238095,3.333333333,2016,12,15,12/15/2016,2016-12-15,0
1079,7,6,1,20,5,3,21,1,68.73913043,48.30434783,49.69565217,3.391304348,77.43478261,29.94086957,6.608695652,2016,12,16,12/16/2016,2016-12-16,0
1080,2,2,4,58,10,0,6,1,70.2173913,55.0,60.52173913,3.565217391,65.65217391,29.95782609,3.739130435,2016,12,17,12/17/2016,2016-12-17,0
1081,1,5,4,61,13,0,5,1,70.0,59.70833333,71.58333333,3.416666667,99.45833333,29.95875,11.16666667,2016,12,18,12/18/2016,2016-12-18,0
1082,0,0,0,0,0,0,0,0,69.75,56.0,66.0,2.6,77.8,29.983,9.15,2016,12,19,12/19/2016,2016-12-19,0
1083,6,3,4,45,12,2,1,0,70.04166667,45.25,47.58333333,6.208333333,78.04166667,29.97125,3.791666667,2016,12,20,12/20/2016,2016-12-20,0
1084,1,1,0,25,4,0,6,3,70.0952381,40.28571429,37.14285714,3.761904762,139.4285714,29.97571429,3.666666667,2016,12,21,12/21/2016,2016-12-21,0
1085,4,3,3,38,1,0,5,0,70.13043478,51.86956522,55.39130435,3.304347826,110.6956522,29.93695652,7.130434783,2016,12,22,12/22/2016,2016-12-22,0
1086,4,3,0,17,6,0,8,2,72.0,58.45,68.1,4.2,134.0,29.8655,12.05,2016,12,23,12/23/2016,2016-12-23,0
1087,6,6,4,82,4,1,2,1,74.08333333,40.125,44.625,5.083333333,202.7916667,29.81625,10.20833333,2016,12,24,12/24/2016,2016-12-24,0
1088,2,7,5,79,0,0,9,1,72.04166667,15.04166667,12.04166667,12.29166667,87.375,29.91041667,6.75,2016,12,25,12/25/2016,2016-12-25,1
1089,10,4,2,59,6,0,2,2,68.20833333,29.54166667,25.875,1.875,12.25,29.99,5.958333333,2016,12,26,12/26/2016,2016-12-26,0
1090,6,4,0,54,8,2,13,0,69.5,51.83333333,56.41666667,2.291666667,74.125,29.92291667,5.916666667,2016,12,27,12/27/2016,2016-12-27,0
1091,4,6,6,57,7,0,13,0,69.41666667,56.70833333,67.91666667,1.416666667,63.79166667,29.90208333,13.25,2016,12,28,12/28/2016,2016-12-28,0
1092,8,3,6,44,3,0,6,0,69.42105263,59.05263158,75.10526316,2.421052632,84.15789474,29.90421053,12.0,2016,12,29,12/29/2016,2016-12-29,0
1093,5,4,5,88,6,0,2,0,71.64705882,62.41176471,77.41176471,2.176470588,59.64705882,29.89882353,12.17647059,2016,12,30,12/30/2016,2016-12-30,0
1094,8,6,7,109,7,0,12,0,71.42857143,60.28571429,71.85714286,3.095238095,47.23809524,29.88761905,15.42857143,2016,12,31,12/31/2016,2016-12-31,0
1095,4,6,2,24,9,2,6,1,69.91304348,44.26086957,42.91304348,9.0,33.43478261,29.9226087,8.391304348,2017,1,1,1/1/2017,2017-01-01,0
1096,0,0,0,19,0,1,0,2,70.8,42.8,39.06666667,7.266666667,33.13333333,29.968,8.333333333,2017,1,2,1/2/2017,2017-01-02,0
1097,8,7,5,66,10,0,7,3,66.625,49.79166667,56.625,3.625,67.70833333,29.9575,9.75,2017,1,3,1/3/2017,2017-01-03,0
1098,4,5,6,56,8,0,5,2,68.52173913,58.47826087,71.65217391,2.434782609,55.82608696,29.8873913,13.26086957,2017,1,4,1/4/2017,2017-01-04,0
1099,7,7,3,62,13,0,10,2,66.875,56.79166667,71.20833333,6.375,70.45833333,29.86958333,15.375,2017,1,5,1/5/2017,2017-01-05,0
1100,3,1,4,66,10,0,15,2,66.34782609,56.0,69.69565217,3.695652174,62.73913043,29.83434783,9.0,2017,1,6,1/6/2017,2017-01-06,0
1101,2,5,5,35,8,0,2,0,67.33333333,17.41666667,22.375,7.208333333,178.3333333,29.82166667,10.5,2017,1,7,1/7/2017,2017-01-07,0
1102,5,1,4,24,9,2,2,0,61.875,26.375,26.79166667,8.458333333,47.08333333,29.87541667,5.083333333,2017,1,8,1/8/2017,2017-01-08,0
1103,3,3,1,46,4,0,2,1,62.0,32.34782609,34.52173913,10.69565217,23.65217391,29.9473913,2.826086957,2017,1,9,1/9/2017,2017-01-09,0
1104,5,5,12,57,26,1,7,0,60.25,39.08333333,47.41666667,3.375,52.66666667,29.97375,5.958333333,2017,1,10,1/10/2017,2017-01-10,0
1105,9,5,7,53,18,1,2,1,61.70833333,40.375,48.5,3.833333333,69.5,29.95125,3.958333333,2017,1,11,1/11/2017,2017-01-11,0
1106,7,3,8,66,14,0,4,1,63.0,47.125,57.70833333,4.0,92.83333333,29.88666667,5.458333333,2017,1,12,1/12/2017,2017-01-12,0
1107,6,3,9,53,20,0,3,0,65.66666667,51.125,61.95833333,6.166666667,78.0,29.85458333,10.08333333,2017,1,13,1/13/2017,2017-01-13,0
1108,5,2,6,47,16,1,5,0,57.91666667,50.79166667,76.91666667,14.125,36.875,29.87791667,16.95833333,2017,1,14,1/14/2017,2017-01-14,0
1109,7,5,7,39,14,0,7,1,60.39130435,46.13043478,60.52173913,13.65217391,30.65217391,29.95913043,3.869565217,2017,1,15,1/15/2017,2017-01-15,0
1110,5,2,6,64,12,0,6,0,60.39130435,46.34782609,63.43478261,6.347826087,70.65217391,30.00478261,2.739130435,2017,1,16,1/16/2017,2017-01-16,0
1111,6,3,3,46,11,1,3,0,61.52173913,43.26086957,53.69565217,6.913043478,62.82608696,29.98913043,7.304347826,2017,1,17,1/17/2017,2017-01-17,0
1112,7,3,7,48,16,1,6,0,63.54166667,43.83333333,52.66666667,8.916666667,36.75,30.03125,6.166666667,2017,1,18,1/18/2017,2017-01-18,0
1113,3,6,5,32,15,0,2,1,64.30434783,38.39130435,40.17391304,17.17391304,19.0,30.1273913,4.869565217,2017,1,19,1/19/2017,2017-01-19,0
1114,3,2,2,32,21,2,10,2,63.26086957,40.0,39.91304348,18.86956522,30.65217391,30.0973913,4.956521739,2017,1,20,1/20/2017,2017-01-20,0
1115,5,1,3,48,14,1,3,1,65.625,32.08333333,31.41666667,7.375,61.16666667,30.0375,3.041666667,2017,1,21,1/21/2017,2017-01-21,0
1116,3,5,4,37,18,1,8,0,66.625,31.83333333,30.58333333,4.125,40.54166667,30.07,4.208333333,2017,1,22,1/22/2017,2017-01-22,0
1117,3,2,5,42,15,1,2,1,70.04761905,33.0952381,27.0952381,8.857142857,44.19047619,30.01571429,4.047619048,2017,1,23,1/23/2017,2017-01-23,0
1118,4,4,9,38,10,0,10,0,69.0,37.82608696,34.7826087,8.913043478,23.73913043,29.96173913,3.043478261,2017,1,24,1/24/2017,2017-01-24,0
1119,5,3,6,48,17,2,13,2,66.86956522,44.04347826,45.60869565,9.739130435,80.47826087,29.97478261,8.739130435,2017,1,25,1/25/2017,2017-01-25,0
1120,4,3,6,33,10,0,8,0,64.0,49.54545455,65.13636364,4.681818182,145.3181818,29.99909091,8.863636364,2017,1,26,1/26/2017,2017-01-26,0
1121,6,7,2,42,20,2,8,0,63.20833333,46.79166667,59.5,3.166666667,77.95833333,28.77333333,6.25,2017,1,27,1/27/2017,2017-01-27,0
1122,5,5,2,31,8,0,2,0,65.33333333,43.0,48.5,5.125,83.625,30.00875,4.666666667,2017,1,28,1/28/2017,2017-01-28,0
1123,3,6,4,54,14,1,9,1,67.36363636,43.5,46.0,5.181818182,99.40909091,29.97318182,2.909090909,2017,1,29,1/29/2017,2017-01-29,0
1124,8,4,5,34,15,4,6,3,66.125,54.20833333,67.20833333,5.791666667,171.7083333,29.91333333,4.333333333,2017,1,30,1/30/2017,2017-01-30,0
1125,3,1,2,38,10,0,2,1,70.04761905,56.42857143,67.14285714,4.666666667,76.23809524,29.91571429,9.666666667,2017,1,31,1/31/2017,2017-01-31,0
1126,6,4,3,29,6,0,6,1,70.36363636,45.5,45.90909091,4.454545455,106.5454545,29.92227273,7.818181818,2017,2,1,2/1/2017,2017-02-01,0
1127,5,6,4,37,7,0,0,0,70.09090909,43.95454545,44.54545455,5.5,73.90909091,29.93636364,4.272727273,2017,2,2,2/2/2017,2017-02-02,0
1128,6,5,6,40,15,2,5,0,70.39130435,48.13043478,47.39130435,5.739130435,89.26086957,29.89913043,5.260869565,2017,2,3,2/3/2017,2017-02-03,0
1129,4,2,2,22,10,1,5,1,69.17391304,44.69565217,45.7826087,17.7826087,260.3043478,29.8273913,5.304347826,2017,2,4,2/4/2017,2017-02-04,0
1130,10,11,5,39,1,0,11,1,62.54166667,21.29166667,22.125,12.33333333,270.3333333,29.91875,1.875,2017,2,5,2/5/2017,2017-02-05,1
1131,10,4,4,13,3,2,5,0,62.5,26.75,29.125,6.75,53.66666667,29.98125,3.333333333,2017,2,6,2/6/2017,2017-02-06,0
1132,3,0,3,14,3,0,7,2,64.08333333,32.20833333,33.16666667,5.958333333,57.375,29.96,4.125,2017,2,7,2/7/2017,2017-02-07,0
1133,11,1,4,36,7,0,10,2,66.39130435,39.86956522,42.56521739,4.52173913,120.4347826,29.93434783,3.130434783,2017,2,8,2/8/2017,2017-02-08,0
1134,3,2,4,20,6,0,0,1,67.91666667,31.875,31.58333333,4.416666667,52.70833333,29.98,1.416666667,2017,2,9,2/9/2017,2017-02-09,0
1135,4,3,4,18,5,0,2,0,67.2173913,26.91304348,24.73913043,6.782608696,84.26086957,29.93521739,1.0,2017,2,10,2/10/2017,2017-02-10,0
1136,5,6,5,12,11,1,1,3,67.91666667,37.0,37.875,4.166666667,78.875,29.91125,1.958333333,2017,2,11,2/11/2017,2017-02-11,0
1137,10,10,7,24,2,0,2,1,69.7826087,32.2173913,28.7826087,8.52173913,38.30434783,29.98913043,1.0,2017,2,12,2/12/2017,2017-02-12,0
1138,0,0,0,0,0,0,0,0,70.6,30.95,24.4,15.1,21.5,30.064,3.25,2017,2,13,2/13/2017,2017-02-13,0
1139,2,4,2,21,0,0,1,1,74.52173913,31.04347826,21.47826087,13.04347826,16.82608696,30.07521739,1.913043478,2017,2,14,2/14/2017,2017-02-14,0
1140,6,2,2,18,1,0,0,1,74.86956522,32.82608696,24.47826087,6.0,88.2173913,30.02565217,1.304347826,2017,2,15,2/15/2017,2017-02-15,0
1141,3,4,1,31,2,0,0,3,76.30434783,36.43478261,25.47826087,6.434782609,102.8695652,29.97347826,5.086956522,2017,2,16,2/16/2017,2017-02-16,0
1142,3,2,2,12,4,0,8,1,77.04347826,42.43478261,30.60869565,4.739130435,97.08695652,29.93695652,2.913043478,2017,2,17,2/17/2017,2017-02-17,0
1143,7,4,2,29,10,0,0,3,78.7826087,45.65217391,32.7826087,4.695652174,139.0434783,29.96434783,7.086956522,2017,2,18,2/18/2017,2017-02-18,0
1144,3,2,1,12,1,0,8,1,75.73913043,56.43478261,52.73913043,7.913043478,198.7391304,29.91782609,6.47826087,2017,2,19,2/19/2017,2017-02-19,0
1145,5,3,5,33,2,0,1,3,74.73913043,37.30434783,31.60869565,14.86956522,280.9130435,29.79608696,5.608695652,2017,2,20,2/20/2017,2017-02-20,0
1146,4,3,4,21,14,0,8,0,74.0,27.43478261,22.34782609,9.608695652,276.173913,27.15130435,1.52173913,2017,2,21,2/21/2017,2017-02-21,0
1147,3,2,7,21,9,0,5,0,72.86956522,41.82608696,40.73913043,6.565217391,186.1304348,29.80304348,1.695652174,2017,2,22,2/22/2017,2017-02-22,0
1148,6,4,3,22,4,1,8,1,69.72727273,35.68181818,31.86363636,4.818181818,137.3181818,29.90954545,4.181818182,2017,2,23,2/23/2017,2017-02-23,0
1149,1,3,3,25,6,1,5,1,71.5,32.6,27.0,5.0,116.05,29.9785,2.4,2017,2,24,2/24/2017,2017-02-24,0
1150,6,6,4,24,7,0,1,0,75.95652174,49.52173913,42.95652174,4.565217391,165.5652174,29.94217391,3.130434783,2017,2,25,2/25/2017,2017-02-25,0
1151,4,5,3,13,2,0,5,1,72.86363636,49.86363636,44.54545455,3.454545455,86.04545455,29.84,4.954545455,2017,2,26,2/26/2017,2017-02-26,0
1152,5,3,7,16,14,0,7,2,77.08333333,56.08333333,50.29166667,5.166666667,162.3333333,29.83083333,5.166666667,2017,2,27,2/27/2017,2017-02-27,0
1153,4,3,4,15,4,0,18,0,77.7,52.4,43.8,4.95,132.9,29.892,5.5,2017,2,28,2/28/2017,2017-02-28,0
1154,4,4,4,15,17,0,5,1,77.30434783,49.39130435,47.08695652,6.0,160.5217391,29.86608696,4.086956522,2017,3,1,3/1/2017,2017-03-01,0
1155,5,7,3,13,1,1,1,2,74.65217391,40.43478261,31.52173913,2.652173913,106.7826087,29.84695652,1.608695652,2017,3,2,3/2/2017,2017-03-02,0
1156,9,3,4,7,9,0,6,3,73.22727273,38.22727273,31.77272727,4.227272727,99.36363636,29.79363636,3.545454545,2017,3,3,3/3/2017,2017-03-03,0
1157,5,3,2,17,0,0,5,3,74.7826087,50.60869565,49.73913043,4.913043478,144.9130435,29.75652174,2.739130435,2017,3,4,3/4/2017,2017-03-04,0
1158,10,4,5,33,3,0,6,4,76.82608696,55.0,56.17391304,7.217391304,220.2173913,29.77869565,3.913043478,2017,3,5,3/5/2017,2017-03-05,0
1159,6,2,1,20,1,0,0,3,74.79166667,61.91666667,65.875,8.416666667,214.8333333,29.75,4.125,2017,3,6,3/6/2017,2017-03-06,0
1160,2,4,6,15,4,0,0,2,77.0,57.33333333,52.75,8.25,216.7083333,29.70125,4.0,2017,3,7,3/7/2017,2017-03-07,0
1161,1,2,0,15,4,0,0,3,76.85714286,62.0952381,62.71428571,5.142857143,149.047619,29.72428571,3.857142857,2017,3,8,3/8/2017,2017-03-08,0
1162,11,1,6,23,2,1,0,3,76.73913043,64.04347826,65.95652174,9.086956522,242.826087,29.69391304,2.826086957,2017,3,9,3/9/2017,2017-03-09,0
1163,2,4,5,26,8,1,0,1,77.58333333,33.20833333,29.625,16.5,301.2916667,29.71,7.166666667,2017,3,10,3/10/2017,2017-03-10,0
1164,6,4,5,20,2,1,5,4,74.20833333,9.375,10.20833333,15.375,333.25,29.83291667,11.20833333,2017,3,11,3/11/2017,2017-03-11,0
1165,7,6,2,48,6,4,15,2,70.75,32.45833333,31.70833333,6.958333333,289.1666667,29.87583333,3.041666667,2017,3,12,3/12/2017,2017-03-12,0
1166,2,0,2,18,2,0,10,0,72.875,37.41666667,32.04166667,6.708333333,235.5,29.87666667,2.166666667,2017,3,13,3/13/2017,2017-03-13,1
1167,2,1,3,15,5,0,5,1,75.375,60.25,62.54166667,6.291666667,190.5,29.85583333,6.0,2017,3,14,3/14/2017,2017-03-14,0
1168,3,1,1,14,2,0,0,0,76.47826087,47.60869565,43.43478261,4.260869565,133.1304348,29.85521739,4.52173913,2017,3,15,3/15/2017,2017-03-15,0
1169,6,3,3,28,4,0,1,3,76.04347826,52.17391304,46.91304348,7.173913043,203.826087,29.83826087,3.217391304,2017,3,16,3/16/2017,2017-03-16,0
1170,4,1,0,11,14,0,3,3,78.04166667,66.08333333,68.04166667,10.70833333,259.8333333,29.80625,2.458333333,2017,3,17,3/17/2017,2017-03-17,0
1171,5,3,4,20,3,0,1,1,78.875,67.16666667,68.0,11.625,256.2083333,27.28958333,5.666666667,2017,3,18,3/18/2017,2017-03-18,0
1172,10,3,2,38,3,0,5,3,82.82608696,59.43478261,49.56521739,6.739130435,187.0434783,29.81391304,1.826086957,2017,3,19,3/19/2017,2017-03-19,0
1173,1,4,3,13,3,0,7,3,80.13636364,48.18181818,37.81818182,5.681818182,160.6363636,29.84545455,4.5,2017,3,20,3/20/2017,2017-03-20,0
1174,9,2,2,13,4,0,1,5,79.54166667,59.125,53.04166667,8.583333333,250.6666667,29.83875,2.458333333,2017,3,21,3/21/2017,2017-03-21,0
1175,1,3,1,15,7,0,2,2,78.47619048,66.23809524,67.28571429,9.80952381,252.047619,29.83380952,2.714285714,2017,3,22,3/22/2017,2017-03-22,0
1176,7,2,1,13,8,0,6,3,80.58333333,61.625,56.20833333,8.0,260.875,29.80625,1.125,2017,3,23,3/23/2017,2017-03-23,1
1177,1,2,3,7,4,0,5,5,79.80952381,63.71428571,61.71428571,9.19047619,270.2857143,29.81285714,3.380952381,2017,3,24,3/24/2017,2017-03-24,0
1178,10,4,1,33,3,0,0,4,84.69565217,59.39130435,47.86956522,8.47826087,266.0869565,29.78391304,3.173913043,2017,3,25,3/25/2017,2017-03-25,0
1179,5,5,3,18,4,0,10,8,85.60869565,63.73913043,50.47826087,7.739130435,264.3043478,29.82478261,1.956521739,2017,3,26,3/26/2017,2017-03-26,0
1180,5,3,4,14,5,0,1,4,84.95833333,61.04166667,49.16666667,7.916666667,262.625,29.82375,3.25,2017,3,27,3/27/2017,2017-03-27,0
1181,2,2,7,20,14,0,0,6,81.72727273,69.09090909,66.18181818,8.772727273,243.5909091,27.09181818,2.0,2017,3,28,3/28/2017,2017-03-28,0
1182,6,0,4,12,3,0,7,4,81.69565217,67.60869565,63.7826087,6.956521739,205.5652174,29.75521739,2.391304348,2017,3,29,3/29/2017,2017-03-29,0
1183,1,1,5,8,9,0,0,2,82.5,67.1,62.4,6.95,217.3,29.735,2.55,2017,3,30,3/30/2017,2017-03-30,0
1184,3,2,3,22,2,0,2,6,81.61904762,67.04761905,62.71428571,7.80952381,234.8571429,29.74428571,2.428571429,2017,3,31,3/31/2017,2017-03-31,0
1185,2,2,2,34,2,0,1,3,82.5,67.75,63.125,6.291666667,216.8333333,29.72625,4.208333333,2017,4,1,4/1/2017,2017-04-01,0
1186,6,4,3,23,4,0,9,12,82.69565217,69.56521739,67.08695652,4.956521739,139.0434783,29.66521739,1.913043478,2017,4,2,4/2/2017,2017-04-02,0
1187,6,1,5,25,8,0,20,3,83.5,69.45454545,66.09090909,12.31818182,192.4090909,29.645,3.681818182,2017,4,3,4/3/2017,2017-04-03,0
1188,0,1,2,8,2,0,5,5,83.875,71.41666667,67.70833333,6.833333333,215.75,29.62875,5.375,2017,4,4,4/4/2017,2017-04-04,0
1189,5,0,0,14,9,2,6,1,84.45833333,64.29166667,52.0,11.83333333,220.4583333,29.5875,1.416666667,2017,4,5,4/5/2017,2017-04-05,0
1190,5,0,3,11,4,1,0,1,83.26086957,27.60869565,15.17391304,13.47826087,276.0434783,29.6573913,11.17391304,2017,4,6,4/6/2017,2017-04-06,0
1191,4,3,2,16,5,0,5,5,81.27272727,24.54545455,15.31818182,9.227272727,237.3181818,29.77590909,8.136363636,2017,4,7,4/7/2017,2017-04-07,0
1192,6,7,2,23,3,0,11,6,81.20833333,39.95833333,30.20833333,5.208333333,142.6666667,29.82208333,2.166666667,2017,4,8,4/8/2017,2017-04-08,0
1193,5,5,8,22,3,0,0,1,82.75,34.16666667,21.125,3.166666667,109.8333333,29.8375,7.125,2017,4,9,4/9/2017,2017-04-09,0
1194,8,1,1,27,1,0,4,4,87.73913043,38.30434783,20.82608696,5.130434783,188.9565217,29.78913043,2.391304348,2017,4,10,4/10/2017,2017-04-10,0
1195,4,2,3,17,5,0,11,1,73.33333333,40.66666667,25.375,6.333333333,182.0833333,29.76125,2.458333333,2017,4,11,4/11/2017,2017-04-11,0
1196,10,3,3,11,10,2,10,4,89.26086957,51.26086957,30.43478261,5.565217391,164.4347826,29.74478261,2.217391304,2017,4,12,4/12/2017,2017-04-12,0
1197,3,0,2,24,0,0,2,4,88.2,58.8,41.0,6.35,191.45,29.7125,2.05,2017,4,13,4/13/2017,2017-04-13,0
1198,7,5,5,13,3,0,16,4,84.59090909,67.90909091,58.36363636,7.090909091,189.4545455,29.66954545,1.681818182,2017,4,14,4/14/2017,2017-04-14,0
1199,10,1,3,15,1,0,15,5,84.81818182,63.45454545,51.27272727,9.545454545,245.7272727,28.29409091,1.727272727,2017,4,15,4/15/2017,2017-04-15,0
1200,0,0,0,0,0,0,0,0,83.04347826,69.08695652,64.26086957,8.391304348,229.173913,29.64956522,4.391304348,2017,4,16,4/16/2017,2017-04-16,0
1201,4,3,1,18,1,0,5,1,83.41666667,70.58333333,66.91666667,12.91666667,247.0,29.68875,2.75,2017,4,17,4/17/2017,2017-04-17,0
